Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2015,608200070259.000000,-579490484156.000000,28709586103.000000,-19472535030.000000,-6424505142.000000,-14465480142.000000,1417450254.000000,-19472535030.000000,9237051073.000000,-3180089102.000000,-3180089102.000000,-3180089102.000000,6056961971.000000,-1547160220.000000,,,-1547160220.000000,4509801751.000000,74786286.000000,4584588037.000000,4509801751.000000,4510551751.000000,-750000.000000,4509801751.000000,4584588037.000000,4585338037.000000,-750000.000000,4584588037.000000
12M 2016,270902801566.000000,-252401575106.000000,18501226460.000000,-15039139621.000000,-448847220.000000,-14391439240.000000,-198853161.000000,-15039139621.000000,3462086839.000000,-48283690.000000,-48283690.000000,-48283690.000000,3413803149.000000,-1116275033.000000,,,-1116275033.000000,2297528116.000000,6673140.000000,2304201256.000000,2297528116.000000,2275781499.000000,21746617.000000,2297528116.000000,2304201256.000000,2282454639.000000,21746617.000000,2304201256.000000
12M 2017,6334113649170.000000,-6204295650385.000000,129817998785.000000,-22935575905.000000,,-99083020032.000000,76147444127.000000,-22935575905.000000,106882422880.000000,-55426252929.000000,-55426252929.000000,-55426252929.000000,51456169951.000000,-13536167764.000000,,,-13536167764.000000,37920002187.000000,52319419919.000000,90239422106.000000,37920002187.000000,24989253639.000000,12930748548.000000,37920002187.000000,90239422106.000000,77426719204.000000,12812702902.000000,90239422106.000000
12M 2018,4748403735514.000000,-4610339077710.000000,138064657804.000000,-58352957730.000000,,-151271984812.000000,92919027082.000000,-58352957730.000000,79711700074.000000,-69888568361.000000,-69888568361.000000,-69888568361.000000,9823131713.000000,-11249456492.000000,,,-11249456492.000000,-1426324779.000000,-6040651352.000000,-7466976131.000000,-1426324779.000000,-7241276967.000000,5814952188.000000,-1426324779.000000,-7466976131.000000,-13330358279.000000,5863382148.000000,-7466976131.000000
12M 2019,4294709675286.000000,-4188479374183.000000,106230301103.000000,-152434970457.000000,-11269895581.000000,-133337229224.000000,-7827845652.000000,-152434970457.000000,-46204669354.000000,-68087606644.000000,-68087606644.000000,-68087606644.000000,-114292275998.000000,-6860038809.000000,,,-6860038809.000000,-121152314807.000000,-41617754829.000000,-162770069636.000000,-121152314807.000000,-77491137535.000000,-43661177272.000000,-121152314807.000000,-162770069636.000000,-118782782944.000000,-43987286692.000000,-162770069636.000000
12M 2020,3452545403628.000000,-3376109154242.000000,76436249386.000000,-74801457077.000000,-10827417964.000000,-115098083437.000000,51124044324.000000,-74801457077.000000,1634792309.000000,-57130037670.000000,-57130037670.000000,-57130037670.000000,-55495245361.000000,-7945314499.000000,,,-7945314499.000000,-63440559860.000000,-3003868172.000000,-66444428032.000000,-63440559860.000000,-50954045518.000000,-12486514342.000000,-63440559860.000000,-66444428032.000000,-53942218251.000000,-12502209781.000000,-66444428032.000000
12M 2021,2016805522469.000000,-1966909350575.000000,49896171894.000000,-38167942649.000000,-5608191297.000000,-84741605320.000000,52181853968.000000,-38167942649.000000,11728229245.000000,-42090613454.000000,-42090613454.000000,-42090613454.000000,-30362384209.000000,-4313634377.000000,,,-4313634377.000000,-34676018586.000000,6305153096.000000,-28370865490.000000,-34676018586.000000,-25780589668.000000,-8895428918.000000,-34676018586.000000,-28370865490.000000,-19177310991.000000,-9193554499.000000,-28370865490.000000
12M 2022,2044320576210.0,-1999772719463.0,44547856747.0,-46072334365.0,-9498039958.0,-75980763098.0,39406468691.0,-46072334365.0,-1524477618.0,-39362571187.0,-39362571187.0,-39362571187.0,-40887048805.0,-3352035329.0,-3488491820.0,136456491.0,-3352035329.0,-44239084134.0,-5612223602.0,-49851307736.0,-44239084134.0,-28055205989.0,-16183878145.0,-44239084134.0,-49851307736.0,-34037418172.0,-15813889564.0,-49851307736.0
