Period,Aset,Aset Lancar,Kas Dan Setara Kas,Investasi Jangka Pendek,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Goodwill,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Pembiayaan Konsumen,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Pembiayaan Konsumen,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2015,,,2806382053.000000,,61449542518.000000,,,61449542518.000000,73303622.000000,63950105334.000000,10078608.000000,128289412135.000000,,8167858234.000000,134644644.000000,,,8302502878.000000,136591915013.000000,,,10513563217.000000,7500000000.000000,1131597339.000000,,,1131597339.000000,,1644002220.000000,223110689.000000,,,14852969.000000,,14852969.000000,,10513563217.000000,538578570.000000,,,,,,,538578570.000000,538578570.000000,11052141787.000000,,100000000000.000000,17868656000.000000,7656867226.000000,,,7656867226.000000,14250000.000000,,125539773226.000000,136591915013.000000,1000000000.000000
12M 2016,,,11489010688.000000,,64003167596.000000,,,64003167596.000000,4902000000.000000,38455982125.000000,30878244492.000000,149728404901.000000,,7968247669.000000,151939481.000000,,,8120187150.000000,157848592051.000000,,,23886859650.000000,,21681600910.000000,,,21681600910.000000,890435861.000000,1072043439.000000,242779440.000000,,,,,,,23886859650.000000,607757919.000000,,,,,,,607757919.000000,607757919.000000,24494617569.000000,,100000000000.000000,17993656000.000000,9939321865.000000,9439321865.000000,500000000.000000,9939321865.000000,5420996617.000000,,133353974482.000000,157848592051.000000,1000000000.000000
12M 2017,,,61983796590.000000,9000000000.000000,245995240931.000000,189701451901.000000,56293789030.000000,245995240931.000000,538527353.000000,466711953506.000000,79183426822.000000,863412945202.000000,,20231033638.000000,1014689399.000000,10517524683.000000,72952075333.000000,104715323053.000000,968128268255.000000,,,665248549440.000000,628668332095.000000,,14460536823.000000,8605161320.000000,23065698143.000000,834628092.000000,11552172629.000000,1127718481.000000,,,,,,,665248549440.000000,21294117074.000000,,,,,,17092290579.000000,4201826495.000000,21294117074.000000,686542666514.000000,,100000000000.000000,17993656000.000000,34569791069.000000,33569791069.000000,1000000000.000000,34569791069.000000,76225904672.000000,52796250000.000000,281585601741.000000,968128268255.000000,5000000000.000000
12M 2018,,,43601627785.000000,,325606701953.000000,321760743466.000000,3845958487.000000,325606701953.000000,2274579636.000000,318359589162.000000,71452436432.000000,761294934968.000000,,20369958028.000000,1741105826.000000,7378554431.000000,64312075333.000000,93801693618.000000,855096628586.000000,,,558243039723.000000,532620881536.000000,,5536987822.000000,4133520349.000000,9670508171.000000,3917112756.000000,11232596780.000000,801940480.000000,,,,,,,558243039723.000000,21591213527.000000,,,,,,16198894144.000000,5392319383.000000,21591213527.000000,579834253250.000000,,100000000000.000000,17993656000.000000,27457469453.000000,1500000000.000000,25957469453.000000,27457469453.000000,83498749883.000000,46312500000.000000,275262375336.000000,855096628586.000000,5000000000.000000
12M 2019,,,29968019555.000000,,409921465277.000000,409910058138.000000,11407139.000000,409921465277.000000,1712778520.000000,254593486160.000000,13645656338.000000,709841405850.000000,,14536623756.000000,2234464910.000000,7378554431.000000,7833818734.000000,31983461831.000000,741824867681.000000,,,171710454969.000000,92895298602.000000,,2423000260.000000,,2423000260.000000,2646111416.000000,8181521308.000000,42739397938.000000,,22080000000.000000,,,22080000000.000000,745125445.000000,171710454969.000000,457632729253.000000,,449628073824.000000,,,449628073824.000000,2129660154.000000,5874995275.000000,457632729253.000000,629343184222.000000,,100000000000.000000,17993656000.000000,-48903063490.000000,1500000000.000000,-50403063490.000000,-48903063490.000000,39500840949.000000,3890250000.000000,112481683459.000000,741824867681.000000,5000000000.000000
12M 2020,,,15958094819.000000,,259115739877.000000,259104332738.000000,11407139.000000,259115739877.000000,3557354196.000000,200944861940.000000,7588969522.000000,487165020354.000000,,3245878068.000000,1266397823.000000,,9089406304.000000,13601682195.000000,500766702549.000000,,,131704896918.000000,17968430505.000000,,3178354378.000000,,3178354378.000000,1138505161.000000,5651425820.000000,80800187131.000000,,22080000000.000000,,887993923.000000,22967993923.000000,,131704896918.000000,326137967954.000000,,322627860000.000000,,131367334.000000,322759227334.000000,,3378740620.000000,326137967954.000000,457842864872.000000,,100000000000.000000,42993656000.000000,-99879799741.000000,1500000000.000000,-101379799741.000000,-99879799741.000000,-1114786582.000000,924768000.000000,42923837677.000000,500766702549.000000,5000000000.000000
12M 2021,,,23361614495.000000,,212009902285.000000,212009902285.000000,,212009902285.000000,10038448000.000000,214179836866.000000,10791195483.000000,470380997129.000000,,2191240337.000000,1528779993.000000,,16041312851.000000,19761333181.000000,490142330310.000000,,,162663381997.000000,17225614283.000000,,3421300935.000000,,3421300935.000000,209386627.000000,4175048505.000000,112874350548.000000,,22080000000.000000,,2677681099.000000,24757681099.000000,,162663381997.000000,305925976126.000000,,300547860000.000000,,225172692.000000,300773032692.000000,2010592944.000000,3142350490.000000,305925976126.000000,468589358123.000000,,110000000000.000000,32993656000.000000,-126320392732.000000,1500000000.000000,-127820392732.000000,-126320392732.000000,-3308341081.000000,8188050000.000000,21552972187.000000,490142330310.000000,5500000000.000000
12M 2022,,,8423173943.000000,,168461953514.000000,168461953514.000000,,168461953514.000000,5593765296.000000,233493543631.000000,6833984914.000000,422806421298.000000,,2141478375.000000,883851190.000000,,6701231043.000000,9726560608.000000,432532981906.000000,,,188625827180.000000,16531331943.000000,,3985235039.000000,,3985235039.000000,10154000.000000,2943333792.000000,141945797835.000000,,22080000000.000000,,1129974571.000000,23209974571.000000,,188625827180.000000,278115545882.000000,,274547860000.000000,,1140487862.000000,275688347862.000000,39108726.000000,2388089294.000000,278115545882.000000,466741373062.000000,,110000000000.000000,32993656000.000000,-153614710904.000000,1500000000.000000,-155114710904.000000,-153614710904.000000,-25032286252.000000,1444950000.000000,-34208391156.000000,432532981906.000000,5500000000.000000
