Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2011,0.00,5579670.57,0.00,5579670.57,89 B,,89 B,83 B,(172 B)
12M 2012,0.00,3666493.58,0.00,3666493.58,117 B,,117 B,112 B,(224 B)
12M 2013,0.00,3006023.55,0.00,3006023.55,122 B,0 B,123 B,100 B,(241 B)
12M 2014,0.00,1451566.89,0.00,1451566.89,29 B,,29 B,18 B,132 B
12M 2015,3.68,324.49,3.68,324.49,60 B,,60 B,(19 B),376 B
12M 2016,2.32,347.45,2.32,347.45,,,,(82 B),431 B
12M 2017,3.53,279.30,3.53,279.30,106 B,207 B,313 B,275 B,367 B
12M 2018,3.39,285.89,3.44,282.32,222 B,142 B,364 B,350 B,281 B
12M 2019,2.85,294.84,2.89,290.98,185 B,115 B,300 B,291 B,295 B
12M 2020,2.93,269.24,2.96,267.15,217 B,9 B,226 B,220 B,177 B
12M 2021,2.64,312.34,2.67,308.64,279 B,18 B,297 B,289 B,224 B
12M 2022,2.22,335.39,2.25,330.79,302 B,24 B,326 B,294 B,282 B
12M 2023,2.14,344.11,2.17,339.03,237 B,32 B,269 B,233 B,338 B
12M 2024,3.72,349.51,3.78,344.04,288 B,24 B,312 B,199 B,356 B
