Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Pendapatan Keuangan,Bagian Atas Hasil Bersih Entitas Asosiasi,Final,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,219490110.000000,-180494020.000000,38996090.000000,-23456113.000000,-10502054.000000,-12954059.000000,-23456113.000000,15539977.000000,-6348030.000000,-7844797.000000,4499663.000000,,-172663.000000,-2830233.000000,-6348030.000000,9191947.000000,-2509575.000000,6682372.000000,85616.000000,6767988.000000,6682372.000000,5539328.000000,1143044.000000,6682372.000000,6767988.000000,5653751.000000,1114237.000000,6767988.000000
12M 2019,301009337.0,-217931260.0,83078077.0,-29854050.0,-16539135.0,-13314915.0,-29854050.0,53224027.0,-9671643.0,-10639005.0,731723.0,2802.0,-278639.0,511476.0,-9671643.0,43552384.0,-8535920.0,35016464.0,-45401.0,34971063.0,35016464.0,31949999.0,3066465.0,35016464.0,34971063.0,31877971.0,3093092.0,34971063.0
12M 2020,298979996.0,-207746698.0,91233298.0,-32452930.0,-18517897.0,-13935033.0,-32452930.0,58780368.0,-5010334.0,-9805974.0,2189200.0,-4410.0,-245155.0,2856005.0,-5010334.0,53770034.0,-11175700.0,42594334.0,-652020.0,41942314.0,42594334.0,40884566.0,1709768.0,42594334.0,41942314.0,40258660.0,1683654.0,41942314.0
12M 2021,693281245.0,-302467792.0,390813453.0,-33716284.0,-16947553.0,-16768731.0,-33716284.0,357097169.0,-5242757.0,-7526340.0,2963232.0,-4908.0,-292574.0,-382167.0,-5242757.0,351854412.0,-76954652.0,274899760.0,-748415.0,274151345.0,274899760.0,271354692.0,3545068.0,274899760.0,274151345.0,270647691.0,3503654.0,274151345.0
12M 2022,1064724374.0,-534544763.0,530179611.0,-53870046.0,-29514366.0,-24355680.0,-53870046.0,476309565.0,-18397201.0,-6486468.0,5163864.0,-12418.0,-451561.0,-16610618.0,-18397201.0,457912364.0,-99607079.0,358305285.0,-66086.0,358239199.0,358305285.0,352343452.0,5961833.0,358305285.0,358239199.0,352315083.0,5924116.0,358239199.0
12M 2023,917050635.0,-580970753.0,336079882.0,-58908521.0,-31278510.0,-27630011.0,-58908521.0,277171361.0,17827455.0,-6973945.0,9125645.0,-26778.0,-511569.0,16214102.0,17827455.0,294998816.0,-60087032.0,234911784.0,48973.0,234960757.0,234911784.0,227829847.0,7081937.0,234911784.0,234960757.0,227873968.0,7086789.0,234960757.0
12M 2024,766734814.000000,-564149628.000000,202585186.000000,-57688992.000000,-28165644.000000,-29523348.000000,-57688992.000000,144896194.000000,1618851.000000,-6826494.000000,7433258.000000,,-383892.000000,1395979.000000,1618851.000000,146515045.000000,-29599477.000000,116915568.000000,-433340.000000,116482228.000000,116915568.000000,112766026.000000,4149542.000000,116915568.000000,116482228.000000,112483271.000000,3998957.000000,116482228.000000
