Period,Aset,Aset Lancar,Kas Dan Setara Kas,Deposito Berjangka,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Piutang Pihak Berelasi,Investasi Jangka Pendek,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Investasi Pada Entitas Asosiasi,Aset Tetap,Properti Investasi,Properti Pertambangan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Utang Pajak,Others,Total Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Liabilitas Keuangan Lainnya,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Liabilitas Keuangan Lainnya,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,14942621.000000,,29122678.000000,28802962.000000,319716.000000,29122678.000000,1382276.000000,1381120.000000,,22654806.000000,1917066.000000,71400567.000000,,1591822.000000,,156081518.000000,10312580.000000,7706686.000000,33212114.000000,208904720.000000,280305287.000000,,,79268437.000000,13785982.000000,,25148675.000000,4041481.000000,29190156.000000,1025326.000000,2030691.000000,,2030691.000000,985915.000000,,10901565.000000,,20495303.000000,31396868.000000,853499.000000,79268437.000000,47101195.000000,,10374025.000000,,26347839.000000,36721864.000000,7104371.000000,3274960.000000,47101195.000000,126369632.000000,,35339591.000000,63109086.000000,43924292.000000,,,43924292.000000,12425738.000000,-863052.000000,153935655.000000,280305287.000000,3200000.000000
12M 2019,,,37804552.000000,,20179049.000000,20081061.000000,97988.000000,20179049.000000,2623016.000000,883801.000000,,21513407.000000,3281842.000000,86285667.000000,,1426734.000000,5042250.000000,191626093.000000,9213472.000000,7523569.000000,31087708.000000,245919826.000000,332205493.000000,,,84471645.000000,,,23016556.000000,1222450.000000,24239006.000000,6788821.000000,5876266.000000,,5876266.000000,793811.000000,,16918325.000000,,26147670.000000,43065995.000000,3707746.000000,84471645.000000,77487478.000000,,35534978.000000,,25263459.000000,60798437.000000,4917595.000000,11771446.000000,77487478.000000,161959123.000000,,35339591.000000,63109086.000000,57213943.000000,,,57213943.000000,15518830.000000,-935080.000000,170246370.000000,332205493.000000,3200000.000000
12M 2020,,,67618851.000000,,12085923.000000,12085923.000000,,12085923.000000,2123628.000000,,,6032285.000000,3866038.000000,91726725.000000,,1309546.000000,5037840.000000,116023566.000000,8489595.000000,7203774.000000,87337031.000000,225401352.000000,317128077.000000,,,71988042.000000,,,14622932.000000,2740123.000000,17363055.000000,1063804.000000,7671767.000000,,7671767.000000,2031853.000000,,21533705.000000,2774234.000000,15951153.000000,40259092.000000,3598471.000000,71988042.000000,79957661.000000,,31054193.000000,5086059.000000,27750849.000000,63891101.000000,5659114.000000,10407446.000000,79957661.000000,151945703.000000,,35339591.000000,63109086.000000,51302783.000000,,,51302783.000000,16991900.000000,-1560986.000000,165182374.000000,317128077.000000,3200000.000000
12M 2021,,,228307949.000000,,40130369.000000,40130369.000000,,40130369.000000,1745912.000000,,,10934114.000000,32270005.000000,313388349.000000,,1457218.000000,4217755.000000,150199930.000000,15094799.000000,6810961.000000,85382337.000000,263163000.000000,576551349.000000,,,121899643.000000,,,22221070.000000,1654406.000000,23875476.000000,2283652.000000,60970994.000000,,60970994.000000,6350710.000000,,2914302.000000,2742348.000000,18565567.000000,24222217.000000,4196594.000000,121899643.000000,52034679.000000,,5154715.000000,2285254.000000,28715387.000000,36155356.000000,7088737.000000,8790586.000000,52034679.000000,173934322.000000,,37832823.000000,95516400.000000,251040237.000000,212972.000000,250827265.000000,251040237.000000,20495554.000000,-2267987.000000,402617027.000000,576551349.000000,3555560000.000000
12M 2022,,,264157250.000000,24670004.000000,53384622.000000,53384622.000000,,53384622.000000,1913874.000000,,,16095111.000000,34652111.000000,394872972.000000,,1898167.000000,3948949.000000,202866365.000000,14421346.000000,6277905.000000,110341289.000000,339754021.000000,734626993.000000,,,110867433.000000,,,18442862.000000,2599355.000000,21042217.000000,2103241.000000,42576007.000000,,42576007.000000,10475564.000000,,,2072868.000000,29576148.000000,31649016.000000,3021388.000000,110867433.000000,57068097.000000,,,,39304973.000000,39304973.000000,10771435.000000,6991689.000000,57068097.000000,167935530.000000,,37832823.000000,95516400.000000,410952948.000000,1569745.000000,409383203.000000,410952948.000000,24685648.000000,-2296356.000000,566691463.000000,734626993.000000,3555560000.000000
12M 2023,,,223052027.000000,5014369.000000,60715032.000000,60715032.000000,,60715032.000000,1421417.000000,,,21663407.000000,43371416.000000,355237668.000000,,1718136.000000,3955824.000000,207819451.000000,13641684.000000,5920428.000000,156582797.000000,389638320.000000,744875988.000000,,,104132307.000000,,,39101926.000000,2764589.000000,41866515.000000,2130535.000000,,14288609.000000,14288609.000000,7880154.000000,,,,30972922.000000,30972922.000000,6993572.000000,104132307.000000,55081278.000000,,,,33593557.000000,33593557.000000,11871503.000000,9616218.000000,55081278.000000,159213585.000000,,37832823.000000,95516400.000000,425466643.000000,3331462.000000,422135181.000000,425466643.000000,29098772.000000,-2252235.000000,585662403.000000,744875988.000000,3555560000.000000
12M 2024,,,151688271.000000,7584813.000000,40963585.000000,40963585.000000,,40963585.000000,2497081.000000,,,15813719.000000,79993420.000000,298540889.000000,,1711154.000000,925697.000000,207944286.000000,22435502.000000,5598263.000000,222060673.000000,460675575.000000,759216464.000000,,,113508584.000000,,,48505066.000000,3841574.000000,52346640.000000,1574152.000000,,7963298.000000,7963298.000000,3533318.000000,,,,45026095.000000,45026095.000000,3065081.000000,113508584.000000,64008320.000000,,,,42681011.000000,42681011.000000,11530113.000000,9797196.000000,64008320.000000,177516904.000000,,37832823.000000,95516400.000000,419286483.000000,4470611.000000,414815872.000000,419286483.000000,31598844.000000,-2534990.000000,581699560.000000,759216464.000000,3555560000.000000
