Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Dari Pelanggan,Pembayaran Kepada Pemasok,"Pembayaran Kas Kepada Karyawan, Beban Operasi Dan Lain-Lain",Pembayaran Iuran/Royalti Eksploitasi,Penerimaan Restitusi Pajak Penghasilan Badan,Pembayaran Pajak Penghasilan,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Perolehan Aset Tetap,Penerimaan Pendapatan Bunga,Penerimaan Dari Piutang Pihak Berelasi,Pembayaran Piutang Pihak Berelasi,Penempatan Kas Yang Dibatasi Penggunaannya,Penerimaan Dari Penjualan Aset Lancar Lainnya,Penerimaan Aset Tidak Lancar Lainnya,(Penambahan) Penurunan Uang Muka Pembelian Aset,Penerimaan Dari Penjualan Properti Investasi,Penambahan Properti Investasi,Penempatan Investasi Jangka Pendek,Penjualan Investasi Obligasi Pemerintah,Penambahan Investasi Pada Entitas Asosiasi,Penerimaan Dari Penjualan Investasi Pada Entitas Asosiasi,Akuisisi Entitas Asosiasi,Akuisisi Entitas Anak,Penerimaan Kas Yang Dibatasi Penggunaannya,Penambahan Deposito Berjangka,Penurunan Deposito Berjangka,Hasil Penjualan Aset Tetap,Penambahan Aset Tidak Lancar Lainnya,Perolehan Aset Aktivitas Pengupasan Tanah,Penerimaan Dari Penjualan Aset Dimiliki Untuk Dijual,Penambahan Properti Pertambangan,Penerimaan Dividen Tunai,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Pembayaran Dividen Tunai,Pembayaran Utang Bank Jangka Pendek,Penerimaan Utang Bank Jangka Pendek,Penerimaan Utang Bank Jangka Panjang,Pembayaran Utang Bank Jangka Panjang,Penjualan Saham Perusahaan Melalui Penawaran Umum Kepada Masyarakat,Pembayaran Biaya Emisi Saham,Pembayaran Beban Bunga,Pembayaran Liabilitas Sewa,Penerimaan Dari Liabilitas Keuangan,Pembayaran Liabilitas Keuangan Lainnya,Penerimaan Dari Liabilitas Supplier Financing,Pembayaran Liabilitas Supplier Financing,Penerimaan Dari Transaksi Jual Dan Sewa Kembali,Pembayaran Utang Pihak Berelasi,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Kas Dan Setara Kas Akhir Periode
12M 2018,24646716.000000,206897132.000000,-137268029.000000,-27938676.000000,,1245771.000000,-18289482.000000,24646716.000000,-3706429.000000,-4404402.000000,763053.000000,4767617.000000,,-1123522.000000,,25419.000000,-6300392.000000,1275758.000000,-19023.000000,,,,1944293.000000,,,1086760.000000,,,236531.000000,,-1970099.000000,91942.000000,-82824.000000,2460.000000,-3706429.000000,-63916843.000000,-46206283.000000,-17197512.000000,31348710.000000,6983845.000000,-10281637.000000,,,-7630038.000000,-20832313.000000,,,,,,-101615.000000,-63916843.000000,-42976556.000000,57919177.000000,14942621.000000
12M 2019,84526195.000000,309952966.000000,-186973189.000000,-30414097.000000,,,-8039485.000000,84526195.000000,-41177237.000000,-37113080.000000,674935.000000,497319.000000,,-854177.000000,,,-1409527.000000,802743.000000,-5176.000000,,,-5039448.000000,,,,1239223.000000,,,51457.000000,-21506.000000,,,,,-41177237.000000,-20487027.000000,-18660348.000000,-57436705.000000,43286616.000000,46628007.000000,-16744193.000000,,,-8194509.000000,-20354079.000000,,,,,10988184.000000,,-20487027.000000,22861931.000000,14942621.000000,37804552.000000
12M 2020,110099560.000000,306718685.000000,-161289151.000000,-39001924.000000,,11992962.000000,-8321012.000000,110099560.000000,-4377480.000000,-7275467.000000,2115416.000000,883801.000000,,-197911.000000,,150761.000000,-104710.000000,51457.000000,-827.000000,,,,,,,,,,,,,,,,-4377480.000000,-75907781.000000,-47006310.000000,-4807951.000000,4844694.000000,18654248.000000,-17938274.000000,,,-9027733.000000,-17945410.000000,,-2681045.000000,,,,,-75907781.000000,29814299.000000,37804552.000000,67618851.000000
12M 2021,313469885.000000,665764006.000000,-263913324.000000,-65030528.000000,,,-23350269.000000,313469885.000000,-48701602.000000,-44287208.000000,2137606.000000,,,-107217.000000,41262.000000,,-8218156.000000,,-332068.000000,,,,,,,180558.000000,,,1879696.000000,3925.000000,,,,,-48701602.000000,-104079185.000000,-71617238.000000,-7327261.000000,7377941.000000,,-44440120.000000,35403889.000000,-503343.000000,-2257131.000000,-17987967.000000,,-2727955.000000,,,,,-104079185.000000,160689098.000000,67618851.000000,228307949.000000
12M 2022,353916956.000000,1051470121.000000,-490111355.000000,-92900759.000000,,,-114541051.000000,353916956.000000,-71516782.000000,-61809528.000000,4898387.000000,,,-1048519.000000,150021.000000,,-6542891.000000,,-21089.000000,-9115493.000000,,,,,,1105272.000000,-3963251.000000,,4846303.000000,-15994.000000,,,,,-71516782.000000,-225844120.000000,-194164763.000000,,,,-7828278.000000,,,-506114.000000,-20715480.000000,,-2629485.000000,,,,,-225844120.000000,56556054.000000,207601196.000000,264157250.000000
12M 2023,220004908.000000,909720225.000000,-399775496.000000,-34089685.000000,-128344732.000000,,-127505404.000000,220004908.000000,-6164989.000000,-46601178.000000,8830102.000000,,,-586316.000000,,,-6666073.000000,182269.000000,-7511.000000,-643766.000000,,,,,,903452.000000,,19655635.000000,18747202.000000,21195.000000,,,,,-6164989.000000,-254945142.000000,-215989817.000000,,,,,,,-7019164.000000,-35800303.000000,,-2148577.000000,13139614.000000,-7126895.000000,,,-254945142.000000,-41105223.000000,264157250.000000,223052027.000000
12M 2024,120450190.000000,786348192.000000,-478439282.000000,-37269137.000000,-82268783.000000,,-67920800.000000,120450190.000000,-20215623.000000,-27229200.000000,7717997.000000,,,-91525.000000,,,-1171296.000000,1425075.000000,-14655.000000,,659769.000000,,,-925697.000000,-7950487.000000,,,-2570444.000000,9934840.000000,,,,,,-20215623.000000,-171598323.000000,-120550332.000000,,,,,,,-6816263.000000,-42086327.000000,,,24317619.000000,-27826226.000000,1363206.000000,,-171598323.000000,-71363756.000000,223052027.000000,151688271.000000
