Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2013,0.00,6960.56,0.00,6960.56,74 B,10 B,84 B,65 B,61 B
12M 2014,0.00,5876.17,0.00,5876.17,58 B,11 B,68 B,52 B,43 B
12M 2015,0.00,193.14,0.00,193.14,42 B,,42 B,23 B,66 B
12M 2016,3.09,333.61,3.09,333.61,12 B,,12 B,(39 B),126 B
12M 2017,3.73,348.74,10.53,123.40,,65 B,75 B,70 B,93 B
12M 2018,6.19,41.66,13.49,19.13,12 B,58 B,70 B,45 B,116 B
12M 2019,4.17,45.54,8.34,22.79,16 B,31 B,46 B,36 B,102 B
12M 2020,2.46,36.65,6.11,14.74,8 B,56 B,65 B,31 B,120 B
12M 2021,14.05,33.88,45.90,10.37,5 B,27 B,32 B,(0 B),128 B
12M 2022,5.08,25.19,-14.45,-8.86,7 B,359 B,366 B,179 B,310 B
12M 2023,3.09,16.17,-2.37,-21.13,10 B,342 B,352 B,293 B,169 B
12M 2024,4.78,10.45,-1.69,-29.61,9 B,350 B,358 B,353 B,98 B
