Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2014,(8 B),(1 B),(9 B),-967.12
12M 2015,25 B,(1 B),24 B,52.72
12M 2016,54 B,(1 B),53 B,99.97
12M 2017,13 B,(6 B),7 B,13.38
12M 2018,10 B,(0 B),10 B,1.97
12M 2019,18 B,(4 B),14 B,2.68
12M 2020,18 B,(1 B),17 B,3.26
12M 2021,(57 B),3 B,(54 B),-10.29
12M 2022,(128 B),(14 B),(142 B),-27.04
12M 2023,(96 B),(13 B),(109 B),-20.67
12M 2024,(23 B),(0 B),(23 B),-4.44
