Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2011,0.00,34456.80,0.00,34456.80,,,,,
12M 2012,2.11,208.37,2.11,208.37,,,,,
12M 2013,1.60,247.33,1.60,247.33,875 B,748 B,"1,623 B",503 B,"2,354 B"
12M 2014,4.91,292.26,4.91,292.26,"1,917 B","1,246 B","3,163 B","1,488 B","2,796 B"
12M 2015,2.37,703.43,8.80,189.81,"3,199 B","5,596 B","8,795 B","3,284 B","4,410 B"
12M 2016,3.13,815.60,-19.28,-132.25,"12,068 B","11,670 B","23,738 B","13,084 B","5,421 B"
12M 2017,2.14,1031.87,-1.35,-1632.69,"24,297 B","20,050 B","44,347 B","38,258 B",118 B
12M 2018,1.27,1326.16,-0.94,-1784.90,"28,376 B","34,451 B","62,827 B","51,981 B","10,189 B"
12M 2019,1.13,1317.41,-0.51,-2909.43,"26,993 B","43,924 B","70,917 B","61,659 B","4,014 B"
12M 2020,2.60,554.91,-0.40,-3560.87,"29,257 B","34,840 B","64,097 B","62,883 B","(15,699 B)"
12M 2021,1.66,382.65,-0.42,-1499.76,"11,551 B","55,424 B","66,975 B","53,810 B","15,288 B"
12M 2022,1.14,315.87,-0.24,-1473.37,"6,552 B","55,104 B","61,657 B","52,711 B","11,977 B"
12M 2023,1.10,183.35,-0.12,-1671.02,"6,827 B","52,098 B","58,925 B","57,585 B","(1,184 B)"
12M 2024,2.07,97.45,-0.19,-1077.78,"9,616 B","39,727 B","49,342 B","46,826 B","(2,061 B)"
