Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Tangguhan,Others,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2019,523397000000.000000,-476347000000.000000,47050000000.000000,-51228000000.000000,-16553000000.000000,-34675000000.000000,-51228000000.000000,-4178000000.000000,-170340000000.000000,887000000.000000,-189636000000.000000,18409000000.000000,-170340000000.000000,-174518000000.000000,-65593000000.000000,,,-65593000000.000000,-240111000000.000000,-982000000.000000,-982000000.000000,-982000000.000000,-241093000000.000000,-240111000000.000000,-240116000000.000000,5000000.000000,-240111000000.000000,-241093000000.000000,-241098000000.000000,5000000.000000,-241093000000.000000
12M 2020,746873000000.000000,-523439000000.000000,223434000000.000000,-59603000000.000000,-22171000000.000000,-37432000000.000000,-59603000000.000000,163831000000.000000,-188182000000.000000,681000000.000000,-201325000000.000000,12462000000.000000,-188182000000.000000,-24351000000.000000,43784000000.000000,,,43784000000.000000,19433000000.000000,7569000000.000000,7569000000.000000,7569000000.000000,27002000000.000000,19433000000.000000,19433000000.000000,,19433000000.000000,27002000000.000000,27002000000.000000,,27002000000.000000
12M 2021,1146624000000.000000,-576122000000.000000,570502000000.000000,-65334000000.000000,-27690000000.000000,-37644000000.000000,-65334000000.000000,505168000000.000000,-170902000000.000000,1849000000.000000,-205255000000.000000,32504000000.000000,-170902000000.000000,334266000000.000000,-88933000000.000000,,,-88933000000.000000,245333000000.000000,519000000.000000,519000000.000000,519000000.000000,245852000000.000000,245333000000.000000,245333000000.000000,,245333000000.000000,245852000000.000000,245852000000.000000,,245852000000.000000
12M 2022,1134094562861.000000,-728391810914.000000,405702751947.000000,-79668494774.000000,-30545976037.000000,-49122518737.000000,-79668494774.000000,326034257173.000000,-202086551399.000000,3667708266.000000,-192170855991.000000,-13583403674.000000,-202086551399.000000,123947705774.000000,-53711688943.000000,,,-53711688943.000000,70236016831.000000,632767980.000000,632767980.000000,632767980.000000,70868784811.000000,70236016831.000000,70236297960.000000,-281129.000000,70236016831.000000,70868784811.000000,70869052302.000000,-267491.000000,70868784811.000000
12M 2023,1184580702742.000000,-881775473256.000000,302805229486.000000,-103435266559.000000,-40087187307.000000,-63348079252.000000,-103435266559.000000,199369962927.000000,-148618014025.000000,17660538408.000000,-169109468256.000000,2830915823.000000,-148618014025.000000,50751948902.000000,-48658649195.000000,,,-48658649195.000000,2093299707.000000,-1659861840.000000,-1659861840.000000,-1659861840.000000,433437867.000000,2093299707.000000,2093017594.000000,282113.000000,2093299707.000000,433437867.000000,433167307.000000,270560.000000,433437867.000000
12M 2024,1489898814745.000000,-905088581498.000000,584810233247.000000,-66294362768.000000,-7379500720.000000,-58914862048.000000,-66294362768.000000,518515870479.000000,-111753434213.000000,23680043800.000000,-169411107056.000000,33977629043.000000,-111753434213.000000,406762436266.000000,-102134151801.000000,,,-102134151801.000000,304628284465.000000,-3173000220.000000,-3173000220.000000,-3173000220.000000,301455284245.000000,304628284465.000000,304623763595.000000,4520870.000000,304628284465.000000,301455284245.000000,301450783933.000000,4500312.000000,301455284245.000000
