Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,5 B,(22 B),(17 B),-16497.53
12M 2020,71 B,(7 B),64 B,63769.54
12M 2021,318 B,(35 B),283 B,13.99
12M 2022,47 B,(107 B),(60 B),-2.54
12M 2023,131 B,(254 B),(123 B),-5.17
12M 2024,438 B,(69 B),369 B,15.49
