Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2022,8 B,,8 B,25.83
12M 2023,(46 B),,(46 B),-7.43
12M 2024,(50 B),,(50 B),-7.36
