Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2021,,,,,,,,,,,,,,,1.13
12M 2022,188.02,5.29,53.14,140.17,1.94,,68.94,,2.93,,0.28,,2.21,,2.1
12M 2023,262.12,3.39,46.99,218.52,1.39,1.19,107.77,136.36,3.59,3.64,0.32,0.28,1.06,1.06,3.14
12M 2024,422.16,3.58,56.98,368.76,0.86,1.27,101.94,91.2,1.88,1.85,0.15,0.13,-7.74,-7.74,0.9
