Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Properti Investasi,Aset Tak Berwujud,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Pajak,Beban Akrual,Utang Lain-Lain,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2021,,,8777603137.000000,134316162085.000000,134316162085.000000,,134316162085.000000,24552620518.000000,1251044317.000000,23301576201.000000,24552620518.000000,2742531425.000000,91041233574.000000,261430150739.000000,,112293626397.000000,299409089660.000000,231208852.000000,921743287.000000,485851478615.000000,898707146811.000000,1160137297550.000000,,,231506494893.000000,155397628194.000000,,29118284248.000000,957639728.000000,30075923976.000000,6481927262.000000,4061926036.000000,25213968557.000000,,999334487.000000,833971184.000000,288506373.000000,2121812044.000000,8153308824.000000,231506494893.000000,109293448650.000000,,45431665285.000000,862500000.000000,18755081926.000000,65049247211.000000,,44244201439.000000,109293448650.000000,340799943543.000000,,315900000000.000000,,499826108164.000000,,,499826108164.000000,2786375724.000000,824870119.000000,819337354007.000000,1160137297550.000000,315900000.000000
12M 2022,,,18425331000.000000,197274760598.000000,196494109723.000000,780650875.000000,197274760598.000000,3746537557.000000,131414851.000000,3615122706.000000,3746537557.000000,1836949896.000000,56596569978.000000,277880149029.000000,,107245303963.000000,310190902640.000000,203982289.000000,1366495339.000000,407879184416.000000,826885868647.000000,1104766017676.000000,,,132349867916.000000,68070142191.000000,,15885866637.000000,,15885866637.000000,8411646171.000000,12900009965.000000,3786035057.000000,,20933505614.000000,1082973500.000000,1026662634.000000,23043141748.000000,253026147.000000,132349867916.000000,59608545604.000000,,36268398588.000000,317296000.000000,17285796399.000000,53871490987.000000,,5737054617.000000,59608545604.000000,191958413520.000000,,315900000000.000000,18685212013.000000,573601359451.000000,,,573601359451.000000,116248823.000000,4504783869.000000,912807604156.000000,1104766017676.000000,315900000.000000
12M 2023,,,114411330909.000000,376182215905.000000,363645515785.000000,12536700120.000000,376182215905.000000,16541891442.000000,144303527.000000,16397587915.000000,16541891442.000000,1152576619.000000,43098643604.000000,551386658479.000000,,114880112667.000000,319109064300.000000,176755928.000000,2848157776.000000,440235050149.000000,877249140820.000000,1428635799299.000000,,,175608417682.000000,103480111462.000000,,25586959945.000000,,25586959945.000000,26510926173.000000,1437364284.000000,7014885215.000000,,1429950300.000000,607728000.000000,976778977.000000,3014457277.000000,8563713326.000000,175608417682.000000,26636607285.000000,,4020032943.000000,604254000.000000,14807815711.000000,19432102654.000000,,7204504631.000000,26636607285.000000,202245024967.000000,,371652000000.000000,174676203577.000000,676585291006.000000,,,676585291006.000000,113407545.000000,3363872204.000000,1226390774332.000000,1428635799299.000000,6194200000.000000
12M 2024,,,46018082201.000000,154325302199.000000,144948754596.000000,9376547603.000000,154325302199.000000,340916347.000000,155909006.000000,185007341.000000,340916347.000000,1770111511.000000,74383563099.000000,276837975357.000000,,129724705420.000000,322333039760.000000,149529570.000000,51978203106.000000,934554527168.000000,1438740005024.000000,1715577980381.000000,,,306475161048.000000,214835492544.000000,,20292659368.000000,627792979.000000,20920452347.000000,2065915878.000000,2229442573.000000,54886357449.000000,,7220796600.000000,329604000.000000,3596874144.000000,11147274744.000000,390225513.000000,306475161048.000000,78577338268.000000,,43182168926.000000,261560000.000000,25983298103.000000,69427027029.000000,,9150311239.000000,78577338268.000000,385052499316.000000,,408817200000.000000,445512013577.000000,473042004429.000000,,,473042004429.000000,112100679.000000,3042162380.000000,1330525481065.000000,1715577980381.000000,6813620000.000000
