Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,142 B,(93 B),49 B,49.32
12M 2019,85 B,(14 B),70 B,70.12
12M 2020,67 B,(2 B),65 B,50.49
12M 2021,281 B,(5 B),276 B,214.81
12M 2022,411 B,(111 B),299 B,232.86
12M 2023,215 B,(6 B),209 B,162.73
12M 2024,163 B,(10 B),154 B,119.55
