Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,295394538000.0,-172415522000.0,122979016000.0,-19080701000.0,-19080701000.0,-19080701000.0,103898315000.0,123645486000.0,17791738000.0,-18771293000.0,124625041000.0,123645486000.0,227543801000.0,-22890523000.0,204653278000.0,-1400545000.0,203252733000.0,204653278000.0,204140687000.0,512591000.0,204653278000.0,203252733000.0,202738574000.0,514159000.0,203252733000.0
12M 2019,379904122000.0,-264399058000.0,115505064000.0,-30370769000.0,-30370769000.0,-30370769000.0,85134295000.0,-21456225000.0,2280739000.0,-24079962000.0,342998000.0,-21456225000.0,63678070000.0,-17723497000.0,45954573000.0,-481684000.0,45472889000.0,45954573000.0,45556260000.0,398313000.0,45954573000.0,45472889000.0,45077722000.0,395167000.0,45472889000.0
12M 2020,197952877000.0,-160440171000.0,37512706000.0,-26851053000.0,-26851053000.0,-26851053000.0,10661653000.0,-12728447000.0,1206251000.0,-16893063000.0,2958365000.0,-12728447000.0,-2066794000.0,-458210000.0,-2525004000.0,6314862000.0,3789858000.0,-2525004000.0,-2489865000.0,-35139000.0,-2525004000.0,3789858000.0,3805128000.0,-15270000.0,3789858000.0
12M 2021,448008428000.0,-206885261000.0,241123167000.0,-32772589000.0,-32772589000.0,-32772589000.0,208350578000.0,-5459497000.0,3445884000.0,-12644998000.0,3739617000.0,-5459497000.0,202891081000.0,-37276200000.0,165614881000.0,-613092000.0,165001789000.0,165614881000.0,164314881000.0,1300000000.0,165614881000.0,165001789000.0,163692309000.0,1309480000.0,165001789000.0
12M 2022,781793751000.0,-319527366000.0,462266385000.0,-44250820000.0,-44250820000.0,-44250820000.0,418015565000.0,5086797000.0,10669291000.0,-7755597000.0,2173103000.0,5086797000.0,423102362000.0,-95272023000.0,327830339000.0,3328759000.0,331159098000.0,327830339000.0,325445065000.0,2385274000.0,327830339000.0,331159098000.0,328771374000.0,2387724000.0,331159098000.0
12M 2023,632232808000.0,-302612397000.0,329620411000.0,-44223921000.0,-44223921000.0,-44223921000.0,285396490000.0,12568246000.0,15643476000.0,-4654519000.0,1579289000.0,12568246000.0,297964736000.0,-76253140000.0,221711596000.0,229053000.0,221940649000.0,221711596000.0,220130614000.0,1580982000.0,221711596000.0,221940649000.0,220361239000.0,1579410000.0,221940649000.0
12M 2024,566674463000.0,-326990814000.0,239683649000.0,-81847886000.0,-81847886000.0,-81847886000.0,157835763000.0,14378146000.0,13739032000.0,-30299000.0,669413000.0,14378146000.0,172213909000.0,-38025779000.0,134188130000.0,351220000.0,134539350000.0,134188130000.0,133192340000.0,995790000.0,134188130000.0,134539350000.0,133539836000.0,999514000.0,134539350000.0
