Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,2.43,14612.67,2.43,14591.28,,,,(134 B),260 B
12M 2009,5.06,15811.79,5.12,15618.30,,,,(79 B),275 B
12M 2010,5.95,16206.10,6.11,15784.64,,,,(108 B),275 B
12M 2011,6.01,22061.68,6.10,21709.43,,,,(254 B),426 B
12M 2012,8.17,18604.55,8.30,18318.65,,,,(144 B),344 B
12M 2013,8.27,22866.90,8.34,22653.11,,,,(184 B),440 B
12M 2014,6.47,24718.34,6.51,24587.59,,,,(257 B),466 B
12M 2015,6.41,1057.02,6.42,1054.62,,,,(141 B),351 B
12M 2016,7.07,1300.61,7.08,1300.10,,,,(114 B),388 B
12M 2017,6.19,1373.74,6.20,1371.56,,,,(59 B),385 B
12M 2018,3.72,1156.88,3.73,1154.13,,,,(403 B),264 B
12M 2019,2.15,1325.92,2.15,1322.57,,,,(161 B),406 B
12M 2020,2.40,1367.60,2.40,1364.58,,,,(135 B),412 B
12M 2021,2.42,1526.88,2.42,1524.38,,,,(196 B),485 B
12M 2022,2.81,1690.27,2.81,1688.29,16 B,,16 B,(155 B),557 B
12M 2023,2.35,1776.52,2.36,1773.97,,,,(201 B),593 B
12M 2024,2.00,1801.95,2.00,1797.74,,,,(88 B),601 B
