Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tetap,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Total Utang Usaha,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembelian Aset Tetap,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembelian Aset Tetap,Utang Bank Jangka Panjang,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,5313040494.000000,36107520463.000000,36107520463.000000,36107520463.000000,25023500.000000,25023500.000000,25023500.000000,55192446000.000000,3111247846.000000,99749278303.000000,,1970390799.000000,8375305990.000000,93334635078.000000,103680331867.000000,203429610170.000000,,,76128234058.000000,58922592907.000000,,11854333784.000000,11854333784.000000,3666886082.000000,4968000.000000,,483192670.000000,483192670.000000,1196260615.000000,76128234058.000000,84979615249.000000,,178867366.000000,,178867366.000000,84800747883.000000,84979615249.000000,161107849307.000000,,12600000000.000000,2628526500.000000,26885189613.000000,,26885189613.000000,26885189613.000000,208044750.000000,42321760863.000000,203429610170.000000,12600000.000000
12M 2019,,,5762802076.000000,33169455644.000000,33169455644.000000,33169455644.000000,1200000.000000,1200000.000000,1200000.000000,53434071409.000000,2575758590.000000,94943287719.000000,,2784729222.000000,9781783255.000000,92394130193.000000,104960642670.000000,199903930389.000000,,,72503563858.000000,58677516640.000000,,7908544573.000000,7908544573.000000,4131939020.000000,336876000.000000,,178867366.000000,178867366.000000,1269820259.000000,72503563858.000000,81962940861.000000,,,,,81962940861.000000,81962940861.000000,154466504719.000000,,12600000000.000000,2628526500.000000,30477186920.000000,,30477186920.000000,30477186920.000000,-268287750.000000,45437425670.000000,199903930389.000000,12600000.000000
12M 2020,,,9977504171.000000,44244807863.000000,44244807863.000000,44244807863.000000,40000000.000000,40000000.000000,40000000.000000,45903635000.000000,1327676135.000000,101493623169.000000,,3241698447.000000,10293563691.000000,91453625307.000000,104988887445.000000,206482510614.000000,,,77623213279.000000,57947633659.000000,,9459833195.000000,9459833195.000000,4893818019.000000,665956093.000000,,,,4655972313.000000,77623213279.000000,77811906548.000000,,,,,77811906548.000000,77811906548.000000,155435119827.000000,,12600000000.000000,2628526500.000000,36227941287.000000,,36227941287.000000,36227941287.000000,-409077000.000000,51047390787.000000,206482510614.000000,12600000.000000
12M 2021,,,56665401142.000000,50927967993.000000,50927967993.000000,50927967993.000000,55240000.000000,55240000.000000,55240000.000000,50529415000.000000,3111946890.000000,161289971025.000000,,3480613028.000000,48733078494.000000,48916123308.000000,101129814830.000000,262419785855.000000,,,88917700151.000000,58335604117.000000,,7412439585.000000,7412439585.000000,7849401222.000000,275317000.000000,,11995003052.000000,11995003052.000000,3049935175.000000,88917700151.000000,33489447934.000000,,,,,33489447934.000000,33489447934.000000,122407148085.000000,,64628527000.000000,55644052167.000000,9878055022.000000,646285270.000000,9231769752.000000,9878055022.000000,9862003581.000000,140012637770.000000,262419785855.000000,1292570540.000000
12M 2022,,,33831597339.000000,58659060842.000000,58659060842.000000,58659060842.000000,24500000.000000,24500000.000000,24500000.000000,69752237470.000000,1432814072.000000,163700209723.000000,,3549368894.000000,54317256062.000000,47975600423.000000,105842225379.000000,269542435102.000000,,,89530566430.000000,68829023450.000000,,7443514852.000000,7443514852.000000,6826220172.000000,275220041.000000,,1045809933.000000,1045809933.000000,5110777982.000000,89530566430.000000,30860009558.000000,,1449214263.000000,,1449214263.000000,29410795295.000000,30860009558.000000,120390575988.000000,,64640407500.000000,55691574167.000000,16450421982.000000,1000000000.000000,15450421982.000000,16450421982.000000,12369455465.000000,149151859114.000000,269542435102.000000,1292808150.000000
12M 2023,,,24805746142.000000,61398621434.000000,61398621434.000000,61398621434.000000,3400000.000000,3400000.000000,3400000.000000,70012643727.000000,2541873449.000000,158762284752.000000,,3747264220.000000,54814729283.000000,47035077538.000000,105597071041.000000,264359355793.000000,,,80406876103.000000,60824331705.000000,,9244584415.000000,9244584415.000000,4549028659.000000,126830163.000000,,1485930589.000000,1485930589.000000,4176170572.000000,80406876103.000000,27497601959.000000,,1073553511.000000,,1073553511.000000,26424048448.000000,27497601959.000000,107904478062.000000,,64640407500.000000,55691574167.000000,23887852289.000000,1000000000.000000,22887852289.000000,23887852289.000000,12235043775.000000,156454877731.000000,264359355793.000000,1292808150.000000
12M 2024,,,26195870400.000000,75897558069.000000,75897558069.000000,75897558069.000000,40000000.000000,40000000.000000,40000000.000000,68551249157.000000,3263464620.000000,173948142246.000000,,3907681248.000000,51165919553.000000,49121722997.000000,104195323798.000000,278143466044.000000,,,87108698148.000000,62574148254.000000,,9008494734.000000,9008494734.000000,6267149443.000000,2576233975.000000,,,,6682671742.000000,87108698148.000000,28158350914.000000,,359488213.000000,1274999990.000000,1634488203.000000,26523862711.000000,28158350914.000000,115267049062.000000,,64640407500.000000,55691574167.000000,30017367524.000000,1200000000.000000,28817367524.000000,30017367524.000000,12527067791.000000,162876416982.000000,278143466044.000000,1292808150.000000
