Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Dari Pelanggan,Pembayaran Kepada Pemasok,Pembayaran Kas Lainnya Untuk Beban Operasi,Pembayaran Untuk Pajak,Pembayaran Kepada Karyawan,Pembayaran Untuk Bunga Dan Biaya Bank,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Perolehan Aset Tetap,Hasil Penjualan Aset Tetap,Uang Muka Pembelian Aset Tetap,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Pembayaran Liabilitas Sewa,Perdana Saham,Penerimaan Setoran Modal Atas Pelaksanaan Waran,Penerimaan Atas Agio Saham Pelaksanaan Waran,Pembayaran Deviden,Penerimaan Atas Agio Saham Sehubungan Dengan Penawaran Umum Perdana Saham,Pelaksanaan Waran,Biaya Emisi Saham,Penerimaan Utang Pembelian Aset Tetap,Penerimaan Utang Pembiayaan Konsumen,Pembayaran Utang Pembiayaan Konsumen,Pembayaran Utang Pembelian Aset Tetap,Penerimaan Utang Bank,Pembayaran Utang Bank,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan/(Penurunan) Neto Kas Dan Setara Kas,Kas Dan Setara Kas Awal Tahun,Kas Dan Setara Kas Akhir Tahun
12M 2018,5507510551.000000,131072397287.000000,-76543352585.000000,-11007180162.000000,-747625952.000000,-31502187590.000000,-5764540447.000000,5507510551.000000,-1059861690.000000,-1060361690.000000,500000.000000,,-1059861690.000000,-3053660610.000000,-3254175212.000000,,,,,,,,,,,-435242703.000000,8785093937.000000,-8149336632.000000,-3053660610.000000,1393988251.000000,3919052243.000000,5313040494.000000
12M 2019,7629487901.000000,133547337895.000000,-81891053977.000000,-5014023682.000000,-704500506.000000,-32955093599.000000,-5353178230.000000,7629487901.000000,-2784571298.000000,-2784571298.000000,,,-2784571298.000000,-4395155021.000000,-3666886084.000000,,,,,,,,,,,-483192670.000000,9647021986.000000,-9892098253.000000,-4395155021.000000,449761582.000000,5313040494.000000,5762802076.000000
12M 2020,11269340102.000000,121256456079.000000,-66797183161.000000,-4038100975.000000,-1311291112.000000,-32670190351.000000,-5170350378.000000,11269340102.000000,-2013948641.000000,-2113948641.000000,100000000.000000,,-2013948641.000000,-5040689366.000000,-4131939019.000000,,,,,,,,,,,-178867366.000000,1459689438.000000,-2189572419.000000,-5040689366.000000,4214702095.000000,5762802076.000000,9977504171.000000
12M 2021,-4560384501.000000,131077278226.000000,-85507544027.000000,-9396627099.000000,-2173280063.000000,-34474258736.000000,-4085952802.000000,-4560384501.000000,-18430386122.000000,-18653886122.000000,223500000.000000,,-18430386122.000000,69678667594.000000,-3224828531.000000,19500000000.000000,,,,56550000000.000000,,-3534474333.000000,,,,,58335604117.000000,-57947633659.000000,69678667594.000000,46687896971.000000,9977504171.000000,56665401142.000000
12M 2022,-14257143095.000000,148494696636.000000,-103240264005.000000,-10742756328.000000,-2400177260.000000,-41789884172.000000,-4578757966.000000,-14257143095.000000,-4609398699.000000,-4641398699.000000,32000000.000000,,-4609398699.000000,-3967262009.000000,-1232509983.000000,,,47522000.000000,-1292570807.000000,,11880500.000000,,,,,-11995003052.000000,68829023450.000000,-58335604117.000000,-3967262009.000000,-22833803803.000000,56665401142.000000,33831597339.000000
12M 2023,6666933345.000000,158914538766.000000,-78515714434.000000,-20083100949.000000,-4151700640.000000,-43544673779.000000,-5952415619.000000,6666933345.000000,-2476353939.000000,-2643020605.000000,166666666.000000,,-2476353939.000000,-13216430603.000000,-3207705722.000000,,,,-2068493040.000000,,,,,1376000000.000000,-1311540096.000000,,45824331705.000000,-53829023450.000000,-13216430603.000000,-9025851197.000000,33831597339.000000,24805746142.000000
12M 2024,5509570577.000000,170353222710.000000,-85353250643.000000,-22565532730.000000,-3621713405.000000,-46709339319.000000,-6593816036.000000,5509570577.000000,-768197345.000000,-768197345.000000,,,-768197345.000000,-3351248974.000000,-2303401511.000000,,,,-3232020375.000000,,,,,342160000.000000,-1522803635.000000,,76620432807.000000,-73255616260.000000,-3351248974.000000,1390124258.000000,24805746142.000000,26195870400.000000
