Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,6 B,(1 B),4 B,352.95
12M 2019,8 B,(3 B),5 B,384.52
12M 2020,11 B,(2 B),9 B,726.62
12M 2021,(5 B),(19 B),(23 B),-17.96
12M 2022,(14 B),(5 B),(19 B),-14.62
12M 2023,7 B,(3 B),4 B,3.11
12M 2024,6 B,(1 B),5 B,3.67
