Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Aset Tetap,Aset Tak Berwujud,Goodwill,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Lain-Lain,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Beban Akrual,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Lain-Lain,Utang Obligasi,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2020,,,25315488123.000000,8461083586.000000,,8461083586.000000,8461083586.000000,26625000.000000,,26625000.000000,26625000.000000,15987955505.000000,49791152214.000000,,341000000.000000,341000000.000000,,341000000.000000,153314934193.000000,,275000000.000000,3048886560.000000,353817268945.000000,510797089698.000000,560588241912.000000,,,18123235340.000000,,35000000.000000,1931136596.000000,1966136596.000000,551263061.000000,,,,14767667062.000000,14767667062.000000,838168621.000000,,18123235340.000000,421750184431.000000,,218939367857.000000,,,25724821936.000000,177085994638.000000,421750184431.000000,439873419771.000000,,57990000000.000000,,-32889354929.000000,,,-32889354929.000000,263836257.000000,95350340813.000000,120714822141.000000,560588241912.000000,115980.000000
12M 2021,,,16168494520.000000,14456449975.000000,,14456449975.000000,14456449975.000000,369001049.000000,,369001049.000000,369001049.000000,22840730452.000000,53834675996.000000,,343671988.000000,343671988.000000,,343671988.000000,147927115100.000000,10155207861.000000,275000000.000000,,476078075757.000000,634779070706.000000,688613746702.000000,,,167047861276.000000,,24472527414.000000,1732804512.000000,26205331926.000000,621004418.000000,,,,131925470994.000000,131925470994.000000,4894661167.000000,3401392771.000000,167047861276.000000,350540265194.000000,,201425286949.000000,,,48554392152.000000,100560586093.000000,350540265194.000000,517588126470.000000,,57990000000.000000,,16069760103.000000,,,16069760103.000000,1086087476.000000,95879772653.000000,171025620232.000000,688613746702.000000,1159800000.000000
12M 2022,,,92716716610.000000,10467345260.000000,,10467345260.000000,10467345260.000000,178971338.000000,102671988.000000,76299350.000000,178971338.000000,79414769446.000000,182777802654.000000,,,,,,140252485232.000000,22987990622.000000,275000000.000000,,601649955109.000000,765165430963.000000,947943233617.000000,,,160822460759.000000,,86000000.000000,3932994770.000000,4018994770.000000,677061611.000000,,,,145766426088.000000,145766426088.000000,3331028762.000000,7028949528.000000,160822460759.000000,387109580939.000000,,306150799411.000000,,,75652157718.000000,5306623810.000000,387109580939.000000,547932041698.000000,,73212375000.000000,,68730181482.000000,,,68730181482.000000,1113856138.000000,256954779299.000000,400011191919.000000,947943233617.000000,2928495000.000000
12M 2023,,,67734430196.000000,8827977244.000000,,8827977244.000000,8827977244.000000,207371988.000000,2671988.000000,204700000.000000,207371988.000000,78939127259.000000,155708906687.000000,,,,,,188984710998.000000,46681903754.000000,275000000.000000,,766529404153.000000,1002471018905.000000,1158179925592.000000,,,54582911154.000000,,3322849118.000000,3094949497.000000,6417798615.000000,15891411873.000000,,1614285720.000000,5078004000.000000,7436540583.000000,14128830303.000000,9359429074.000000,8785441289.000000,54582911154.000000,649498364696.000000,,8340476180.000000,15233992000.000000,328055298564.000000,86727873897.000000,211140724055.000000,649498364696.000000,704081275850.000000,,73212375000.000000,,107804453049.000000,2000000000.000000,105804453049.000000,107804453049.000000,1145335357.000000,271936486336.000000,454098649742.000000,1158179925592.000000,2928495000.000000
12M 2024,,,37303720622.000000,15879455725.000000,,15879455725.000000,15879455725.000000,805320826.000000,2671988.000000,802648838.000000,805320826.000000,107666159107.000000,161654656280.000000,,,,,,208430481129.000000,41871661923.000000,275000000.000000,7767301947.000000,899355557658.000000,1157700002657.000000,1319354658937.000000,,,86905949090.000000,,12500189783.000000,9018505043.000000,21518694826.000000,1747742173.000000,,1614285720.000000,5078004000.000000,19177796087.000000,25870085807.000000,13944036578.000000,23825389706.000000,86905949090.000000,780821989820.000000,,6726190460.000000,10155988000.000000,332502209993.000000,73107397699.000000,358330203668.000000,780821989820.000000,867727938910.000000,,73212375000.000000,,149604192497.000000,2000000000.000000,147604192497.000000,149604192497.000000,1146255984.000000,227663896546.000000,451626720027.000000,1319354658937.000000,2928495000.000000
