Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2020,,,,,,,,,,,,,1.65,,2.75
12M 2021,21.08,,57.59,,17.31,27.45,,,1.32,2.68,0.32,0.58,-1.75,-1.75,0.32
12M 2022,18.35,,45.67,,19.89,24.91,,,1.72,1.76,0.3,0.27,11.29,11.29,1.14
12M 2023,19.32,,21.25,,18.89,22.4,,,1.11,1.1,0.17,0.16,1.8,1.8,2.85
12M 2024,18.87,,28.27,,19.34,20.69,,,1.2,1.23,0.19,0.18,3.2,3.2,1.86
