Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,-195106.84,-0.00,0.00,3.84 B,-4.04%,-18.79%,-1.34%,-0.09
12M 2021,1.16 B,42.21,0.00,0.00,99.50 B,7.11%,28.81%,17.12%,1.75
12M 2022,2.93 B,17.98,34.76,7.38,106.17 B,5.56%,13.20%,14.68%,1.89
12M 2023,2.93 B,18.87,37.36,11.33,72.06 B,4.77%,12.20%,6.41%,1.27
12M 2024,2.93 B,14.27,64.47,11.28,13.69 B,3.17%,9.28%,0.11%,0.02
