Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,11 B,(1 B),10 B,86010.64
12M 2021,26 B,(3 B),23 B,19.63
12M 2022,(41 B),(2 B),(43 B),-14.76
12M 2023,(14 B),(40 B),(54 B),-18.38
12M 2024,(95 B),(3 B),(98 B),-33.50
