Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2014,0.00,1086.32,0.00,1086.32,,,,,
12M 2015,0.00,111.10,0.00,111.10,,,,,
12M 2016,0.53,122.09,0.53,122.09,,,,,
12M 2017,0.59,115.28,0.59,115.28,,,,,
12M 2018,0.78,95.80,0.78,95.80,,,,,
12M 2019,2.22,564.71,2.22,564.57,,,,,
12M 2020,38.01,113.51,43.29,99.67,,,,,
12M 2021,26.87,595.36,28.59,559.54,,,,,
12M 2022,6.24,596.39,6.99,532.34,,,,,
12M 2023,4.81,603.11,5.77,502.54,,,,,
12M 2024,3.95,614.69,5.08,478.15,,,,,
