Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Others,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Aset Tak Berwujud,Goodwill,Investasi Pada Entitas Asosiasi,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Bank Jangka Pendek,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pemegang Saham,Utang Pembiayaan Konsumen,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Adjustment,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Lain-Lain,Pihak Ketiga,Total Utang Lain-Lain,Liabilitas Pajak Tangguhan,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pemegang Saham,Utang Pembiayaan Konsumen,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2020,,,54255893211.000000,61450115360.000000,45207380078.000000,16242735282.000000,,61450115360.000000,,,,,24912195860.000000,25449194527.000000,166067398958.000000,,49239084621.000000,1594220569.000000,,,,4031250000.000000,54864555190.000000,220931954148.000000,,,139877891181.000000,,9446357006.000000,27153629025.000000,36599986031.000000,,,56000000000.000000,56000000000.000000,,8423552994.000000,24835440662.000000,,14018911494.000000,,,,14018911494.000000,,,139877891181.000000,14247184166.000000,,,,,,7000727033.000000,,,,7000727033.000000,7246457133.000000,14247184166.000000,154125075347.000000,,34770000000.000000,,32480727183.000000,,32480727183.000000,32480727183.000000,,-443848382.000000,66806878801.000000,220931954148.000000,34770.000000
12M 2021,,,237211589.000000,69955948570.000000,35114973890.000000,34840974680.000000,,69955948570.000000,4833670000.000000,4833670000.000000,,4833670000.000000,51192587841.000000,20430350991.000000,146649768991.000000,,65428735808.000000,1043816974.000000,,,,2956250000.000000,69428802782.000000,216078571773.000000,,,118077091479.000000,,10456623656.000000,31439384503.000000,41896008159.000000,,,24482332808.000000,24482332808.000000,,15325433781.000000,29291193267.000000,,7082123464.000000,,,,7082123464.000000,,,118077091479.000000,4744622609.000000,,,,,,,,,,,4744622609.000000,4744622609.000000,122821714088.000000,,34770000000.000000,,58907415446.000000,,58907415446.000000,58907415446.000000,,-420557761.000000,93256857685.000000,216078571773.000000,34770.000000
12M 2022,,,292151566.000000,24889333951.000000,16156877829.000000,8732456122.000000,,24889333951.000000,5043889342.000000,5043889342.000000,,5043889342.000000,70612327847.000000,18623548953.000000,119461251659.000000,,63832357906.000000,2621402054.000000,,,,1881250000.000000,68335009960.000000,187796261619.000000,,,78793664015.000000,,10320424658.000000,25441261501.000000,35761686159.000000,,,24631383302.000000,24631383302.000000,,15877466504.000000,2523128050.000000,,,,,,,,,78793664015.000000,5559623747.000000,,,,,,,,,,,5559623747.000000,5559623747.000000,84353287762.000000,,34770000000.000000,,69133634470.000000,,69133634470.000000,69133634470.000000,,-460660613.000000,103442973857.000000,187796261619.000000,34770.000000
12M 2023,,,69917711394.000000,44687386606.000000,44687386606.000000,,,44687386606.000000,999960000.000000,999960000.000000,,999960000.000000,66799486150.000000,111079974054.000000,293484518204.000000,,108496833363.000000,1072122432.000000,4100000000.000000,,,806250000.000000,114475205795.000000,407959723999.000000,,,56513639722.000000,,12049124364.000000,13684247772.000000,25733372136.000000,,,416000000.000000,416000000.000000,,1032815933.000000,4666562735.000000,,,,,,,,24664888918.000000,56513639722.000000,4873283778.000000,,,,,,,,,,,4873283778.000000,4873283778.000000,61386923500.000000,,126687500000.000000,187521803763.000000,32601997685.000000,20270000000.000000,12331997685.000000,32601997685.000000,,-238500949.000000,346572800499.000000,407959723999.000000,6334375000.000000
12M 2024,,,1264483202.000000,37081017496.000000,37081017496.000000,,,37081017496.000000,493187562.000000,487037562.000000,6150000.000000,493187562.000000,63161844869.000000,108300370772.000000,210300903901.000000,,180874017422.000000,1631673814.000000,4100000000.000000,,,1708771336.000000,188314462572.000000,398615366473.000000,,,50490996182.000000,,9928089668.000000,23949829365.000000,33877919033.000000,,,400000000.000000,400000000.000000,,3443712994.000000,1740025970.000000,,,,,1134230310.000000,1134230310.000000,,9895107875.000000,50490996182.000000,4955691541.000000,,,,,,,,,,,4955691541.000000,4955691541.000000,55446687723.000000,,126687500000.000000,187521803763.000000,28728483046.000000,21270000000.000000,7458483046.000000,28728483046.000000,,230891941.000000,343168678750.000000,398615366473.000000,6334375000.000000
