Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2020,1.19,1.01,0.31,3.31,0.0,0.0,-0.5,0.1,2.31
12M 2021,1.24,0.81,0.08,2.32,0.0,0.0,0.07,0.03,1.32
12M 2022,1.52,0.62,0.0,1.82,0.0,0.0,-0.0,0.0,0.82
12M 2023,5.19,4.01,0.0,1.18,0.0,0.0,-0.2,0.0,0.18
12M 2024,4.17,2.91,0.0,1.16,0.0,0.0,-0.0,0.0,0.16
