Period,Aset,Aset Lancar,Kas Dan Setara Kas,Investasi Jangka Pendek,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Investasi Jangka Panjang,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Obligasi Konversi,Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Derivatif,Liabilitas Pajak Tangguhan,Obligasi Konversi,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,659020897174.000000,33697000000.000000,430800504949.000000,430564844809.000000,235660140.000000,430800504949.000000,74623100201.000000,70885952383.000000,3737147818.000000,74623100201.000000,767671404742.000000,221683219140.000000,2187496126206.000000,,1037739607956.000000,27169287504.000000,1538312500.000000,13131314380.000000,1079578522340.000000,3267074648546.000000,,,991723174696.000000,3616397165.000000,,701734358697.000000,,701734358697.000000,,11296113574.000000,,11296113574.000000,39853688916.000000,38075523610.000000,,,8621356182.000000,8621356182.000000,188525736552.000000,991723174696.000000,544992198461.000000,,4124496752.000000,469865429585.000000,,4598999926.000000,4598999926.000000,66403272198.000000,544992198461.000000,1536715373157.000000,,127000000000.000000,97751289228.000000,727935960184.000000,,727935960184.000000,727935960184.000000,383302108369.000000,394369917608.000000,1730359275389.000000,3267074648546.000000,127000.000000
12M 2019,,,279075651663.000000,25312000000.000000,559936827762.000000,559936827762.000000,,559936827762.000000,28875090370.000000,28875090370.000000,,28875090370.000000,1334679773961.000000,327559365639.000000,2555438709395.000000,,1111402066285.000000,27255338826.000000,1000000000.000000,24943970882.000000,1164601375993.000000,3720040085388.000000,,,1257105113772.000000,124136733001.000000,,776527794253.000000,,776527794253.000000,,9331195072.000000,60000000000.000000,69331195072.000000,5352979605.000000,39606191625.000000,,,23567026809.000000,23567026809.000000,218583193407.000000,1257105113772.000000,239488048201.000000,,6060956981.000000,154710221250.000000,,13840510472.000000,13840510472.000000,64876359498.000000,239488048201.000000,1496593161973.000000,,687780000000.000000,309807774104.000000,406376546841.000000,25400000000.000000,380976546841.000000,406376546841.000000,419081628030.000000,400400974440.000000,2223446923415.000000,3720040085388.000000,13755600000.000000
12M 2020,,,523006115591.000000,287460000000.000000,276610954321.000000,276583948321.000000,27006000.000000,276610954321.000000,28096245256.000000,28096245256.000000,,28096245256.000000,624810285069.000000,205423278170.000000,1945406878407.000000,,1261571431196.000000,24722161122.000000,33502992089.000000,63285477230.000000,1383082061637.000000,3328488940044.000000,,,836084877009.000000,3750000000.000000,,415014312870.000000,,415014312870.000000,,5163721896.000000,,5163721896.000000,5257401780.000000,23064817419.000000,163110776250.000000,,29631294573.000000,29631294573.000000,191092552221.000000,836084877009.000000,88778990256.000000,,71165807227.000000,,,10026109245.000000,10026109245.000000,7587073784.000000,88778990256.000000,924863867265.000000,,687780000000.000000,302412774104.000000,463370798925.000000,31900000000.000000,431470798925.000000,463370798925.000000,475538849750.000000,474522650000.000000,2403625072779.000000,3328488940044.000000,13755600000.000000
12M 2021,,,890288312146.000000,18520000000.000000,449342959816.000000,449302289816.000000,40670000.000000,449342959816.000000,11195689401.000000,11195689401.000000,,11195689401.000000,973743430782.000000,226250321537.000000,2569340713682.000000,,1304609058867.000000,30371176113.000000,12349745017.000000,75261419502.000000,1422591399499.000000,3991932113181.000000,,,1445913696488.000000,,,1016192967123.000000,,1016192967123.000000,,8650794245.000000,23847460208.000000,32498254453.000000,18301213861.000000,57133241862.000000,,,23282918233.000000,23282918233.000000,298505100956.000000,1445913696488.000000,80187451500.000000,,59768025459.000000,,,9433143045.000000,9433143045.000000,10986282996.000000,80187451500.000000,1526101147988.000000,,687780000000.000000,260557897528.000000,617460040499.000000,34900000000.000000,582560040499.000000,617460040499.000000,395453891736.000000,504579135430.000000,2465830965193.000000,3991932113181.000000,13755600000.000000
12M 2022,,,477659294148.000000,7420000000.000000,585328024388.000000,585328024388.000000,,585328024388.000000,22141724802.000000,22141724802.000000,,22141724802.000000,1450143368131.000000,184512157096.000000,2727204568565.000000,,1345204108093.000000,29384431188.000000,25286822665.000000,47327862549.000000,1447203224495.000000,4174407793060.000000,,,1355244190334.000000,,,910158912870.000000,,910158912870.000000,,13051259448.000000,23847460208.000000,36898719656.000000,37715880781.000000,65166636277.000000,,,24983813673.000000,24983813673.000000,280320227077.000000,1355244190334.000000,101170611104.000000,,61778708906.000000,,,27661419314.000000,27661419314.000000,11730482884.000000,101170611104.000000,1456414801438.000000,,687780000000.000000,260557897528.000000,832916392849.000000,42600000000.000000,790316392849.000000,832916392849.000000,434912093271.000000,501826607974.000000,2717992991622.000000,4174407793060.000000,13755600000.000000
12M 2023,,,560913895641.000000,6900000000.000000,543506015486.000000,543506015486.000000,,543506015486.000000,13664151725.000000,13664151725.000000,,13664151725.000000,1518148613892.000000,187513246191.000000,2830645922935.000000,,1639065134125.000000,28824926625.000000,33285150928.000000,51808584735.000000,1752983796413.000000,4583629719348.000000,,,1448796138829.000000,,,1077599732510.000000,,1077599732510.000000,,27384555938.000000,23847460208.000000,51232016146.000000,7784126095.000000,54312166714.000000,,,50195400025.000000,50195400025.000000,207672697339.000000,1448796138829.000000,103369909795.000000,,70562494512.000000,,,28447553629.000000,28447553629.000000,4359861654.000000,103369909795.000000,1552166048624.000000,,687780000000.000000,260557897528.000000,954660149894.000000,56500000000.000000,898160149894.000000,954660149894.000000,492298609414.000000,636167013888.000000,3031463670724.000000,4583629719348.000000,13755600000.000000
12M 2024,,,671922993139.000000,4900000000.000000,645271086601.000000,645271086601.000000,,645271086601.000000,7332574718.000000,7332574718.000000,,7332574718.000000,1048063060727.000000,169736197282.000000,2547225912467.000000,,1962864240664.000000,27455741508.000000,17470468517.000000,34844301605.000000,2042634752294.000000,4589860664761.000000,,,1311414489650.000000,2500000000.000000,,1028613260770.000000,,1028613260770.000000,,23667858883.000000,23854399042.000000,47522257925.000000,9400631300.000000,39498321747.000000,,,36378403783.000000,36378403783.000000,147501614125.000000,1311414489650.000000,117999172187.000000,,77976151210.000000,,,35266053053.000000,35266053053.000000,4756967924.000000,117999172187.000000,1429413661837.000000,,687780000000.000000,260557897528.000000,1066175506602.000000,67600000000.000000,998575506602.000000,1066175506602.000000,512047490823.000000,633886107971.000000,3160447002924.000000,4589860664761.000000,13755600000.000000
