Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,63 B,(98 B),(35 B),-271740.18
12M 2019,(496 B),(114 B),(610 B),-44.33
12M 2020,812 B,(77 B),734 B,53.38
12M 2021,481 B,(93 B),388 B,28.18
12M 2022,(287 B),(107 B),(393 B),-28.58
12M 2023,437 B,(190 B),247 B,17.99
12M 2024,555 B,(411 B),144 B,10.46
