Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2021,3.84,0.54,0.13,1.34,0.0,0.0,0.1,0.1,0.34
12M 2022,3.49,0.23,0.14,1.4,0.0,0.0,0.13,0.1,0.4
12M 2023,3.39,0.46,0.14,1.29,0.0,0.0,0.09,0.11,0.29
12M 2024,3.83,0.4,0.14,1.25,0.0,0.0,0.1,0.11,0.25
