Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2021,(41 B),(2 B),(43 B),-376601.42
12M 2022,3 B,(0 B),3 B,0.64
12M 2023,(13 B),(0 B),(13 B),-2.33
12M 2024,1 B,(1 B),(1 B),-0.09
