Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2021,,,,,,,,,,,,,0.03,,3.84
12M 2022,8.61,3740.59,245.13,3504.07,42.38,,0.1,,5.51,,0.11,,0.25,,3.49
12M 2023,5.19,1478.64,6.33,1477.5,70.37,,0.25,,14.25,,0.2,,0.47,,3.39
12M 2024,7.5,1643.23,19.7,1631.03,48.64,,0.22,,13.46,,0.16,,0.47,,3.83
