Period,Aset,Aset Lancar,Kas Dan Setara Kas,Deposito Berjangka,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Adjustment,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Aset Tak Berwujud,Investasi Pada Entitas Asosiasi,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembelian Aset Tetap,Utang Lain-Lain,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembelian Aset Tetap,Utang Lain-Lain,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pihak Berelasi,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Adjustment,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,4767161667.000000,2780698191.000000,31169387520.000000,,,31169387520.000000,734826857.000000,,,734826857.000000,152968179418.000000,,30310632150.000000,222730885803.000000,,70540339839.000000,1475838063.000000,,,22391823631.000000,94408001533.000000,317138887336.000000,,,128461733552.000000,59407373860.000000,41672402381.000000,,,41672402381.000000,9492161456.000000,,,9492161456.000000,4262205251.000000,8045060728.000000,,5195808767.000000,386721109.000000,,5582529876.000000,,128461733552.000000,44601178019.000000,,8804214163.000000,487668505.000000,,9291882668.000000,31424119311.000000,3885176040.000000,44601178019.000000,173062911571.000000,,240000000.000000,,131570559164.000000,,,131570559164.000000,8351849688.000000,,3913566913.000000,144075975765.000000,317138887336.000000,24000.000000
12M 2018,,,31435167969.000000,2920602795.000000,33871308085.000000,,,33871308085.000000,404314744.000000,,,404314744.000000,191867326879.000000,,38018913626.000000,298517634098.000000,,74446703872.000000,2380701748.000000,,,23092944744.000000,99920350364.000000,398437984462.000000,,,144608972242.000000,51701716754.000000,52512871063.000000,,,52512871063.000000,19026214814.000000,,,19026214814.000000,6934208652.000000,8629963737.000000,,5135799240.000000,668197982.000000,,5803997222.000000,,144608972242.000000,41562738615.000000,,3655775452.000000,623856044.000000,,4279631496.000000,32387461656.000000,4895645463.000000,41562738615.000000,186171710857.000000,,79700000000.000000,42856112256.000000,89415607323.000000,,,89415607323.000000,429355710.000000,,-134801684.000000,212266273605.000000,398437984462.000000,797000000.000000
12M 2019,,,12763271630.000000,,58605576777.000000,,,58605576777.000000,935031854.000000,,,935031854.000000,233909369481.000000,,52924453870.000000,359137703612.000000,,106504365422.000000,2519149389.000000,30831258568.000000,1774415126.000000,37877941869.000000,179507130374.000000,538644833986.000000,,,151581960256.000000,61000000000.000000,56967246533.000000,,,56967246533.000000,12431571535.000000,,,12431571535.000000,6504518722.000000,10253074325.000000,,3981209750.000000,444339391.000000,,4425549141.000000,,151581960256.000000,81760101269.000000,,9066191694.000000,392145603.000000,34156059638.000000,43614396935.000000,32459473684.000000,5686230650.000000,81760101269.000000,233342061525.000000,,87017147800.000000,67295385908.000000,140201536552.000000,250000000.000000,139951536552.000000,140201536552.000000,10787709287.000000,,992914.000000,305302772461.000000,538644833986.000000,870171478.000000
12M 2020,,,9952854519.000000,,19125151254.000000,15629979500.000000,3495171754.000000,19125151254.000000,12605879.000000,12605879.000000,,12605879.000000,233118090002.000000,,12509234242.000000,274717935896.000000,,100400821865.000000,12506975007.000000,30690008572.000000,1781690534.000000,143531117911.000000,288910613889.000000,563628549785.000000,,,173514247895.000000,63200000000.000000,,48264441928.000000,12643750.000000,48277085678.000000,,18134104980.000000,,18134104980.000000,2632622173.000000,7749242070.000000,,4433011816.000000,277509627.000000,,4710521443.000000,28810671551.000000,173514247895.000000,129680294628.000000,,11171436672.000000,71558376.000000,28121381081.000000,39364376129.000000,30219221052.000000,60096697447.000000,129680294628.000000,303194542523.000000,,87017147800.000000,67295385908.000000,98324264183.000000,500000000.000000,97824264183.000000,98324264183.000000,7989375428.000000,,-192166057.000000,260434007262.000000,563628549785.000000,870171478.000000
12M 2021,,,6449546085.000000,,17495046510.000000,15247488942.000000,2247557568.000000,17495046510.000000,2504185972.000000,2295086959.000000,209099013.000000,2504185972.000000,256644961625.000000,,12943291320.000000,296037031512.000000,,87010717494.000000,8405403356.000000,30553341898.000000,1946033858.000000,138786572984.000000,266702069590.000000,562739101102.000000,,,174469281796.000000,62789125720.000000,,52829000428.000000,4550537537.000000,57379537965.000000,,12089705599.000000,1816468.000000,12091522067.000000,5354562124.000000,7856890286.000000,,6788583753.000000,135763534.000000,,6924347287.000000,22073296347.000000,174469281796.000000,104498345393.000000,,14366962305.000000,215969634.000000,,14582931939.000000,29369221053.000000,60546192401.000000,104498345393.000000,278967627189.000000,,87017147800.000000,67295385908.000000,128972752206.000000,500000000.000000,128472752206.000000,128972752206.000000,4440003.000000,,481747996.000000,283771473913.000000,562739101102.000000,870171478.000000
12M 2022,,,4910325646.000000,,26039320929.000000,26039320929.000000,,26039320929.000000,1212144325.000000,1212144325.000000,,1212144325.000000,315161989040.000000,,27455549535.000000,374779329475.000000,,96766006629.000000,5865525903.000000,31544332889.000000,,142826036062.000000,277001901483.000000,651781230958.000000,,,199174823581.000000,88849895494.000000,,62205606973.000000,,62205606973.000000,,1432867715.000000,,1432867715.000000,13166313850.000000,13086222276.000000,,6146784922.000000,352314624.000000,,6499099546.000000,13934817727.000000,199174823581.000000,105758180179.000000,,8220177384.000000,344578688.000000,,8564756072.000000,22400000000.000000,74793424107.000000,105758180179.000000,304933003760.000000,,87017147800.000000,67295385908.000000,192644751471.000000,600000000.000000,192044751471.000000,192644751471.000000,5628719.000000,,-114686700.000000,346848227198.000000,651781230958.000000,870171478.000000
12M 2023,,,4617739649.000000,,38575857199.000000,38575857199.000000,,38575857199.000000,485027613.000000,485027613.000000,,485027613.000000,369455472972.000000,,12609777616.000000,425743875049.000000,,104329418793.000000,7379243935.000000,36266170092.000000,,179237872273.000000,327212705093.000000,752956580142.000000,,,238300323909.000000,77903841963.000000,,97695018501.000000,,97695018501.000000,,11783793716.000000,,11783793716.000000,9766192919.000000,17642488665.000000,,8661784924.000000,230450418.000000,,8892235342.000000,14616752803.000000,238300323909.000000,138566571352.000000,,15524027776.000000,13331499.000000,,15537359275.000000,30000000000.000000,93029212077.000000,138566571352.000000,376866895261.000000,,87017147800.000000,67295385908.000000,221395075821.000000,750000000.000000,220645075821.000000,221395075821.000000,406747990.000000,,-24672638.000000,376089684881.000000,752956580142.000000,870171478.000000
12M 2024,,,7740834073.000000,,33323269380.000000,33323269380.000000,,33323269380.000000,497057696.000000,497057696.000000,,497057696.000000,345403258386.000000,,21838319654.000000,408802739189.000000,,112047291759.000000,5799957264.000000,36707805725.000000,,185386278191.000000,339941332939.000000,748744072128.000000,,,233603359151.000000,111850140726.000000,,86052136738.000000,,86052136738.000000,,630306916.000000,,630306916.000000,3178694664.000000,5111754351.000000,,11520833333.000000,131419668.000000,,11652253001.000000,15128072755.000000,233603359151.000000,144466499071.000000,,28911361109.000000,189731458.000000,,29101092567.000000,8000000000.000000,107365406504.000000,144466499071.000000,378069858222.000000,,87017147800.000000,67295385908.000000,214476721946.000000,850000000.000000,213626721946.000000,214476721946.000000,816191867.000000,,1068766385.000000,370674213906.000000,748744072128.000000,870171478.000000
