Period,Total Pendapatan,Total Beban Pokok Penjualan,Adjustment,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Laba (Rugi) Selisih Kurs,Laba (Rugi) Atas Penjualan Aset Tetap,Bagian Atas Hasil Bersih Entitas Asosiasi,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Penyesuaian Proforma,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2017,397676469541.000000,-194450968553.000000,,203225500988.000000,-151713848619.000000,-113622907888.000000,-38090940731.000000,-151713848619.000000,51511652369.000000,-11863446967.000000,227289779.000000,-12731987186.000000,224132128.000000,-236970167.000000,,654088479.000000,-11863446967.000000,39648205402.000000,-10017219123.000000,,,-10017219123.000000,975712168.000000,30606698447.000000,-430377785.000000,30176320662.000000,30606698447.000000,28279825413.000000,2326873034.000000,30606698447.000000,30176320662.000000,27813080845.000000,2363239817.000000,30176320662.000000
12M 2018,456500893045.000000,-215829595139.000000,,240671297906.000000,-169309503008.000000,-125965796626.000000,-43343706382.000000,-169309503008.000000,71361794898.000000,-17177184831.000000,359099060.000000,-18471129022.000000,-21536778.000000,-161825008.000000,,1118206917.000000,-17177184831.000000,54184610067.000000,-13512894179.000000,,,-13512894179.000000,-7773458.000000,40663942430.000000,364003876.000000,41027946306.000000,40663942430.000000,40761647326.000000,-97704896.000000,40663942430.000000,41027946306.000000,41109292104.000000,-81345798.000000,41027946306.000000
12M 2019,601724984774.000000,-280898379891.000000,,320826604883.000000,-239538455369.000000,-178906374696.000000,-60632080673.000000,-239538455369.000000,81288149514.000000,-12863132766.000000,260204592.000000,-15140444132.000000,100741482.000000,83720833.000000,421196995.000000,1411447464.000000,-12863132766.000000,68425016748.000000,-17202347829.000000,,,-17202347829.000000,,51222668919.000000,179615686.000000,51402284605.000000,51222668919.000000,51915522801.000000,-692853882.000000,51222668919.000000,51402284605.000000,52094710479.000000,-692425874.000000,51402284605.000000
12M 2020,326772159406.000000,-149995139724.000000,,176777019682.000000,-197234551008.000000,-145858337944.000000,-51376213064.000000,-197234551008.000000,-20457531326.000000,-24037702317.000000,58955552.000000,-22397994717.000000,175921717.000000,-518243900.000000,16444380.000000,-1372785349.000000,-24037702317.000000,-44495233643.000000,6874952258.000000,,,6874952258.000000,,-37620281385.000000,-193024898.000000,-37813306283.000000,-37620281385.000000,-34876183678.000000,-2744097707.000000,-37620281385.000000,-37813306283.000000,-35069342649.000000,-2743963634.000000,-37813306283.000000
12M 2021,463875808021.000000,-205415040368.000000,,258460767653.000000,-204948720412.000000,-153669627591.000000,-51279092821.000000,-204948720412.000000,53512047241.000000,-16279081167.000000,23644714.000000,-20889068110.000000,-380993649.000000,32418534.000000,163358946.000000,4771558398.000000,-16279081167.000000,37232966074.000000,-6451703839.000000,,,-6451703839.000000,,30781262235.000000,673920772.000000,31455183007.000000,30781262235.000000,30912002547.000000,-130740312.000000,30781262235.000000,31455183007.000000,31585916600.000000,-130733593.000000,31455183007.000000
12M 2022,672881397294.000000,-296178428795.000000,,376702968499.000000,-261889646349.000000,-205737562106.000000,-56152084243.000000,-261889646349.000000,114813322150.000000,-17736109414.000000,261670649.000000,-18874650664.000000,-298643058.000000,24572079.000000,-73768580.000000,1224710160.000000,-17736109414.000000,97077212736.000000,-24136698756.000000,-21428596200.000000,-2708102556.000000,-24136698756.000000,,72940513980.000000,-596434454.000000,72344079526.000000,72940513980.000000,72939325506.000000,1188474.000000,72940513980.000000,72344079526.000000,72342890810.000000,1188716.000000,72344079526.000000
12M 2023,735452173943.000000,-326936110082.000000,,408516063861.000000,-328048494416.000000,-263238718210.000000,-64809776206.000000,-328048494416.000000,80467569445.000000,-19905063902.000000,13222612.000000,-23366465302.000000,926836630.000000,-67805145.000000,,2589147303.000000,-19905063902.000000,60562505543.000000,-13589739071.000000,-15128846260.000000,1539107189.000000,-13589739071.000000,,46972766472.000000,90016103.000000,47062782575.000000,46972766472.000000,46971649242.000000,1117230.000000,46972766472.000000,47062782575.000000,47061663304.000000,1119271.000000,47062782575.000000
12M 2024,708360249417.000000,-347375620133.000000,,360984629284.000000,-327219768786.000000,-285467203679.000000,-41752565107.000000,-327219768786.000000,33764860498.000000,-23427219495.000000,12485792.000000,-23183660153.000000,-1616821160.000000,29959082.000000,,1330816944.000000,-23427219495.000000,10337641003.000000,-3293293580.000000,,,-3293293580.000000,,7044347423.000000,1093451972.000000,8137799395.000000,7044347423.000000,7134915495.000000,-90568072.000000,7044347423.000000,8137799395.000000,8228354518.000000,-90555123.000000,8137799395.000000
