Period,Total Pendapatan,Others,Total Pendapatan,Total Beban Pokok Penjualan,Others,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Usaha,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Pendapatan Keuangan,Bagian Atas Hasil Bersih Entitas Asosiasi,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Final,Total Beban Pajak Penghasilan,Laba Bersih Dari Operasi Yang Dilanjutkan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Others,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2016,6790350087614.000000,6790350087614.000000,6790350087614.000000,-5662040253346.000000,-5662040253346.000000,-5662040253346.000000,1128309834268.000000,-758382205119.000000,-746402659964.000000,,-11979545155.000000,-758382205119.000000,369927629149.000000,-95975424791.000000,-95353968356.000000,,-621456435.000000,,-95975424791.000000,273952204358.000000,-74052383544.000000,-72340303372.000000,-1712080172.000000,-74052383544.000000,199899820814.000000,199899820814.000000,-9152586476.000000,190747234338.000000,199899820814.000000,164545237581.000000,35354583233.000000,199899820814.000000,190747234338.000000,156938793399.000000,33808440939.000000,190747234338.000000
12M 2017,7202317680675.000000,7202317680675.000000,7202317680675.000000,-6101734142684.000000,-6101734142684.000000,-6101734142684.000000,1100583537991.000000,-686934106065.000000,-729055427460.000000,,42121321395.000000,-686934106065.000000,413649431926.000000,-85462282598.000000,-84542993394.000000,,-919289204.000000,,-85462282598.000000,328187149328.000000,-82962405900.000000,-80785850363.000000,-2176555537.000000,-82962405900.000000,245224743428.000000,245224743428.000000,-13092180279.000000,232132563149.000000,245224743428.000000,201823940483.000000,43400802945.000000,245224743428.000000,232132563149.000000,190532042552.000000,41600520597.000000,232132563149.000000
12M 2018,8267715937524.000000,8267715937524.000000,8267715937524.000000,-7038396403233.000000,-7038396403233.000000,-7038396403233.000000,1229319534291.000000,-781130338237.000000,-854492809021.000000,,73362470784.000000,-781130338237.000000,448189196054.000000,-94092342286.000000,-96776785991.000000,,2684443705.000000,,-94092342286.000000,354096853768.000000,-91830547034.000000,-89879922925.000000,-1950624109.000000,-91830547034.000000,262266306734.000000,262266306734.000000,11299478784.000000,273565785518.000000,262266306734.000000,237613454971.000000,24652851763.000000,262266306734.000000,273565785518.000000,248118878365.000000,25446907153.000000,273565785518.000000
12M 2019,7459212057845.000000,7459212057845.000000,7459212057845.000000,-6735345455976.000000,-6735345455976.000000,-6735345455976.000000,723866601869.000000,-704017297078.000000,-756105697859.000000,,52088400781.000000,-704017297078.000000,19849304791.000000,-116478726551.000000,-112511646003.000000,,-179252585.000000,-3787827963.000000,-116478726551.000000,-96629421760.000000,16652060573.000000,17973920629.000000,-1321860056.000000,16652060573.000000,-79977361187.000000,-79977361187.000000,7539512686.000000,-72437848501.000000,-79977361187.000000,-83522672854.000000,3545311667.000000,-79977361187.000000,-72437848501.000000,-77208833043.000000,4770984542.000000,-72437848501.000000
12M 2020,4153280934671.000000,4153280934671.000000,4153280934671.000000,-4412604449352.000000,-4412604449352.000000,-4412604449352.000000,-259323514681.000000,-534559432477.000000,-621255617106.000000,,86696184629.000000,-534559432477.000000,-793882947158.000000,-143917819623.000000,-136498113854.000000,,-1485891412.000000,-5933814357.000000,-143917819623.000000,-937800766781.000000,-71144552672.000000,-70166510303.000000,-978042369.000000,-71144552672.000000,-1008945319453.000000,-1008945319453.000000,-7224824666.000000,-1016170144119.000000,-1008945319453.000000,-991792727321.000000,-17152592132.000000,-1008945319453.000000,-1016170144119.000000,-997917993283.000000,-18252150836.000000,-1016170144119.000000
12M 2021,5295162452179.000000,5295162452179.000000,5295162452179.000000,-4981449996459.000000,-4981449996459.000000,-4981449996459.000000,313712455720.000000,-573503133267.000000,-515261529884.000000,,-58241603383.000000,-573503133267.000000,-259790677547.000000,-126550571930.000000,-119523114766.000000,,-1107073198.000000,-5920383966.000000,-126550571930.000000,-386341249477.000000,-60527615353.000000,-59425109845.000000,-1102505508.000000,-60527615353.000000,-446868864830.000000,-446868864830.000000,9226660911.000000,-437642203919.000000,-446868864830.000000,-428631474994.000000,-18237389836.000000,-446868864830.000000,-437642203919.000000,-423505645845.000000,-14136558074.000000,-437642203919.000000
12M 2022,5500697815577.000000,5500697815577.000000,5500697815577.000000,-4870271065077.000000,-4870271065077.000000,-4870271065077.000000,630426750500.000000,-304703647197.000000,-453879269312.000000,,149175622115.000000,-304703647197.000000,325723103303.000000,-116506115662.000000,-111907246344.000000,,304278259.000000,-4903147577.000000,-116506115662.000000,209216987641.000000,-66180504714.000000,-65266774770.000000,-913729944.000000,-66180504714.000000,143036482927.000000,143036482927.000000,29429325214.000000,172465808141.000000,143036482927.000000,136837845388.000000,6198637539.000000,143036482927.000000,172465808141.000000,165933957738.000000,6531850403.000000,172465808141.000000
12M 2023,6485021029869.000000,6485021029869.000000,6485021029869.000000,-5705492875542.000000,-5705492875542.000000,-5705492875542.000000,779528154327.000000,-405751889945.000000,-481442532313.000000,,75690642368.000000,-405751889945.000000,373776264382.000000,-65559647636.000000,-78972994392.000000,,17202446677.000000,-3789099921.000000,-65559647636.000000,308216616746.000000,-106900984748.000000,-106840782380.000000,-60202368.000000,-106900984748.000000,201315631998.000000,201315631998.000000,13085905184.000000,214401537182.000000,201315631998.000000,173773637695.000000,27541994303.000000,201315631998.000000,214401537182.000000,194486514868.000000,19915022314.000000,214401537182.000000
12M 2024,6185184764154.000000,6185184764154.000000,6185184764154.000000,-5436161829767.000000,-5436161829767.000000,-5436161829767.000000,749022934387.000000,-373515531799.000000,-445038610194.000000,,71523078395.000000,-373515531799.000000,375507402588.000000,-46523579963.000000,-67292995294.000000,,12925122599.000000,7844292732.000000,-46523579963.000000,328983822625.000000,-98776472730.000000,-98493773073.000000,-282699657.000000,-98776472730.000000,230207349895.000000,230207349895.000000,-6948884652.000000,223258465243.000000,230207349895.000000,210445910432.000000,19761439463.000000,230207349895.000000,223258465243.000000,201316326020.000000,21942139223.000000,223258465243.000000
