Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Pembiayaan,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Investasi Pada Entitas Asosiasi,Properti Investasi,Aset Tetap,Aset Pajak Tangguhan,Goodwill,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Total Utang Usaha,Liabilitas Keuangan Lainnya,Pihak Berelasi,Pihak Ketiga,Total Liabilitas Keuangan Lainnya,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,209172426847.000000,386682824229.000000,50862913093.000000,335819911136.000000,386682824229.000000,4059798759940.000000,323260366173.000000,299567350064.000000,5278481727253.000000,,83840449287.000000,343464602125.000000,702905624588.000000,29540284006.000000,,12515213852.000000,1172266173858.000000,6450747901111.000000,,,2606832383925.000000,671126577471.000000,,133693571487.000000,133693571487.000000,,8171274261.000000,154267906643.000000,162439180904.000000,50209484551.000000,59762235862.000000,,1529601333650.000000,1529601333650.000000,,2606832383925.000000,2433462645097.000000,,2317931714890.000000,,2317931714890.000000,2178551850.000000,113352378357.000000,2433462645097.000000,5040295029022.000000,,135000000000.000000,,986970534151.000000,,,986970534151.000000,287758719144.000000,723618794.000000,1410452872089.000000,6450747901111.000000,1350000000.000000
12M 2017,,,292036412464.000000,596201411419.000000,110459034449.000000,485742376970.000000,596201411419.000000,5236580960488.000000,358703481064.000000,402754276891.000000,6886276542326.000000,,89035421642.000000,374992711726.000000,815016169451.000000,37241574722.000000,,14366264059.000000,1330652141600.000000,8216928683926.000000,,,3121699289970.000000,963112622434.000000,,171100991731.000000,171100991731.000000,,10871518618.000000,207234754984.000000,218106273602.000000,58685217334.000000,27868798932.000000,,1680680385937.000000,1680680385937.000000,2145000000.000000,3121699289970.000000,3397348450784.000000,,3263835008097.000000,,3263835008097.000000,2056861295.000000,131456581392.000000,3397348450784.000000,6519047740754.000000,,150000000000.000000,180076547934.000000,1128002576703.000000,30000000000.000000,1098002576703.000000,1128002576703.000000,239078199741.000000,723618794.000000,1697880943172.000000,8216928683926.000000,1500000000.000000
12M 2018,,,208019351455.000000,553320967420.000000,92445040165.000000,460875927255.000000,553320967420.000000,5944893036356.000000,409288934446.000000,526680334250.000000,7642202623927.000000,,105232034353.000000,374992711726.000000,948875785907.000000,41343699014.000000,,36477796913.000000,1506922027913.000000,9149124651840.000000,,,3544931756024.000000,1123137591484.000000,,203870865307.000000,203870865307.000000,,1465681045.000000,94422651794.000000,95888332839.000000,42216700057.000000,30331805034.000000,,2047463656880.000000,2047463656880.000000,2022804423.000000,3544931756024.000000,3712869345306.000000,,3570382697454.000000,,3570382697454.000000,4037938231.000000,138448709621.000000,3712869345306.000000,7257801101330.000000,,150000000000.000000,159953369754.000000,1316121455068.000000,30000000000.000000,1286121455068.000000,1316121455068.000000,264525106894.000000,723618794.000000,1891323550510.000000,9149124651840.000000,1500000000.000000
12M 2019,,,228878143165.000000,622035284354.000000,123863542830.000000,498171741524.000000,622035284354.000000,4070965798532.000000,422640705837.000000,717693361832.000000,6062213293720.000000,,99832667001.000000,255821679060.000000,1210514467968.000000,102480624207.000000,,40524530679.000000,1709173968915.000000,7771387262635.000000,,,3431011073005.000000,1273099943390.000000,,200832261997.000000,200832261997.000000,,6175572771.000000,110150183164.000000,116325755935.000000,31730911685.000000,21707988196.000000,,1778892730973.000000,1778892730973.000000,8421480829.000000,3431011073005.000000,2536490487621.000000,,2385778711623.000000,33212270882.000000,2418990982505.000000,,117499505116.000000,2536490487621.000000,5967501560626.000000,,150000000000.000000,159953369754.000000,1223912622025.000000,30000000000.000000,1193912622025.000000,1223912622025.000000,269296091436.000000,723618794.000000,1803885702009.000000,7771387262635.000000,15000000000.000000
12M 2020,,,460968648361.0,298781340668.0,18712187576.0,280069153092.0,298781340668.0,1925508141112.0,121085187660.0,526832044532.0,3333175362333.0,,100964917258.0,381985127248.0,1512926161044.0,67378101872.0,119626218289.0,171109960144.0,2353990485855.0,5687165848188.0,,,2966147440862.0,1216688128539.0,,150007990465.0,150007990465.0,,2883435669.0,101584136845.0,104467572514.0,58934759782.0,9706745432.0,,1417203330117.0,1417203330117.0,9138914013.0,2966147440862.0,1793428439288.0,,1603357227463.0,49792026269.0,1653149253732.0,10000829335.0,130278356221.0,1793428439288.0,4759575880150.0,,150000000000.0,159953369754.0,229575646082.0,30000000000.0,199575646082.0,229575646082.0,261597264701.0,126463687501.0,927589968038.0,5687165848188.0,15000000000.0
12M 2021,,,434597323057.0,370905207126.0,32989620667.0,337915586459.0,370905207126.0,878540636051.0,97714980573.0,666755973639.0,2448514120446.0,,104175378481.0,361662474767.0,1113725328408.0,28883066524.0,98965837494.0,169343131098.0,1876755216772.0,4325269337218.0,,,1988058051053.0,822860877440.0,,37213541954.0,37213541954.0,,7093596936.0,138938488323.0,146032085259.0,32611581137.0,33795030180.0,,895531558277.0,895531558277.0,20013376806.0,1988058051053.0,1847263522046.0,,1704731772541.0,65690437422.0,1770422209963.0,9365082820.0,67476229263.0,1847263522046.0,3835321573099.0,,150000000000.0,159953369754.0,-102531100196.0,30000000000.0,-132531100196.0,-102531100196.0,247460706627.0,35064787934.0,489947764119.0,4325269337218.0,15000000000.0
12M 2022,,,435961596470.000000,360483790474.000000,28102492903.000000,332381297571.000000,360483790474.000000,600413359204.000000,187571188926.000000,390393129359.000000,1974823064433.000000,,58154659325.000000,333083416177.000000,1092983047997.000000,43134897535.000000,89478000000.000000,179816025338.000000,1796650046372.000000,3771473110805.000000,,,1902689299291.000000,633086735981.000000,,60517429060.000000,60517429060.000000,,15533044772.000000,179471926085.000000,195004970857.000000,82849127518.000000,72692886688.000000,,844509082770.000000,844509082770.000000,14029066417.000000,1902689299291.000000,1206370239254.000000,,1088704814139.000000,58466819758.000000,1147171633897.000000,,59198605357.000000,1206370239254.000000,3109059538545.000000,,150000000000.000000,159953369754.000000,63402857542.000000,30000000000.000000,33402857542.000000,63402857542.000000,253992557030.000000,35064787934.000000,662413572260.000000,3771473110805.000000,15000000000.000000
12M 2023,,,464484246588.000000,449868648414.000000,36554479845.000000,413314168569.000000,449868648414.000000,541206514894.000000,406571148351.000000,346909376779.000000,2209039935026.000000,,82440106002.000000,412481960219.000000,807366862731.000000,37414262196.000000,87372771121.000000,232805160711.000000,1659881122980.000000,3868921058006.000000,,,2663378003312.000000,362352178353.000000,,440250652102.000000,440250652102.000000,,18084332395.000000,385787907104.000000,403872239499.000000,48788831808.000000,33205434451.000000,,1349824256665.000000,1349824256665.000000,25084410434.000000,2663378003312.000000,328727945252.000000,,246433495435.000000,13977279233.000000,260410774668.000000,,68317170584.000000,328727945252.000000,2992105948564.000000,,150000000000.000000,159953369754.000000,257889372410.000000,30000000000.000000,227889372410.000000,257889372410.000000,273907579344.000000,35064787934.000000,876815109442.000000,3868921058006.000000,15000000000.000000
12M 2024,,,352192762109.000000,437707731344.000000,726583173.000000,436981148171.000000,437707731344.000000,523789074763.000000,342509562522.000000,146339902604.000000,1802539033342.000000,,95365228601.000000,397094948989.000000,908168003781.000000,14053375318.000000,85127502864.000000,195331541902.000000,1695140601455.000000,3497679634797.000000,,,2212860966732.000000,364731614089.000000,,324993025575.000000,324993025575.000000,,1929960549.000000,407049483696.000000,408979444245.000000,51034226138.000000,10860881929.000000,,1039721214292.000000,1039721214292.000000,12540560464.000000,2212860966732.000000,184745093380.000000,,128616006396.000000,13101477435.000000,141717483831.000000,,43027609549.000000,184745093380.000000,2397606060112.000000,,150000000000.000000,159953369754.000000,459205698430.000000,30000000000.000000,429205698430.000000,459205698430.000000,295849718567.000000,35064787934.000000,1100073574685.000000,3497679634797.000000,15000000000.000000
