Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Pembiayaan,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Pembiayaan,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,60133244053.000000,604517769403.000000,593972457919.000000,10545311484.000000,604517769403.000000,11313921707.000000,499643602281.000000,24379756736.000000,1199988294180.000000,,217085394092.000000,2378560994.000000,2250000000.000000,221713955086.000000,1421702249266.000000,,,735433395890.000000,546631223278.000000,,146181375587.000000,684256769.000000,146865632356.000000,3247358817.000000,753648457.000000,13335227705.000000,,23597516980.000000,908070114.000000,24505587094.000000,94718183.000000,735433395890.000000,92223922114.000000,,81788910208.000000,876884561.000000,82665794769.000000,9558127345.000000,92223922114.000000,827657318004.000000,,360000000000.000000,213070568536.000000,,213070568536.000000,213070568536.000000,21732934354.000000,-758571628.000000,594044931262.000000,1421702249266.000000,360000.000000
12M 2019,,,58576903422.000000,548429503654.000000,533183902188.000000,15245601466.000000,548429503654.000000,,433740654510.000000,13183624996.000000,1053930686582.000000,,252751373563.000000,5887733523.000000,34900000000.000000,293539107086.000000,1347469793668.000000,,,660887740084.000000,458834808601.000000,,161029928245.000000,189987143.000000,161219915388.000000,,1319282464.000000,5192923328.000000,,33430516980.000000,837012822.000000,34267529802.000000,53280501.000000,660887740084.000000,56003264100.000000,,42758393231.000000,660880841.000000,43419274072.000000,12583990028.000000,56003264100.000000,716891004184.000000,,435000000000.000000,173527631652.000000,72000000000.000000,101527631652.000000,173527631652.000000,23422438158.000000,-1371280326.000000,630578789484.000000,1347469793668.000000,4350000000.000000
12M 2020,,,46296872740.000000,566776681660.000000,544454107410.000000,22322574250.000000,566776681660.000000,403801389.000000,381262232523.000000,6328224238.000000,1001067812550.000000,,300913388255.000000,5590292108.000000,34500000000.000000,341003680363.000000,1342071492913.000000,,,511577005759.000000,276318074208.000000,,195195222446.000000,18923000.000000,195214145446.000000,,2450714534.000000,22419861350.000000,,13597516980.000000,1095378049.000000,14692895029.000000,481315192.000000,511577005759.000000,46723266698.000000,,30993876251.000000,1285148692.000000,32279024943.000000,14444241755.000000,46723266698.000000,558300272457.000000,,512500000000.000000,236523782796.000000,72000000000.000000,164523782796.000000,236523782796.000000,23798887438.000000,10948550222.000000,783771220456.000000,1342071492913.000000,5125000000.000000
12M 2021,,,99823579040.000000,503573717455.000000,478661170493.000000,24912546962.000000,503573717455.000000,,758516785059.000000,52009697683.000000,1413923779237.000000,,309524775723.000000,5175324285.000000,34500000000.000000,349200100008.000000,1763123879245.000000,,,884452469621.000000,479618135002.000000,,310207901164.000000,10699374.000000,310218600538.000000,,4198969736.000000,23632179772.000000,,10198137714.000000,969631952.000000,11167769666.000000,55616814907.000000,884452469621.000000,16460481868.000000,,,290467938.000000,290467938.000000,16170013930.000000,16460481868.000000,900912951489.000000,,512500000000.000000,312595638515.000000,72000000000.000000,240595638515.000000,312595638515.000000,26362166210.000000,10753123031.000000,862210927756.000000,1763123879245.000000,5125000000.000000
12M 2022,,,311154898402.000000,601000099271.000000,562435652854.000000,38564446417.000000,601000099271.000000,,1604970851432.000000,161158154368.000000,2678284003473.000000,,378737389609.000000,6260186017.000000,34500000000.000000,419497575626.000000,3097781579099.000000,,,1929970523526.000000,784886230831.000000,,849062855052.000000,7125124412.000000,856187979464.000000,,3288332693.000000,17151941629.000000,,10314630219.000000,1570942502.000000,11885572721.000000,256570466188.000000,1929970523526.000000,47490885522.000000,,30473864105.000000,1448220511.000000,31922084616.000000,15568800906.000000,47490885522.000000,1977461409048.000000,,512500000000.000000,561171924518.000000,72000000000.000000,489171924518.000000,561171924518.000000,35871045318.000000,10777200215.000000,1120320170051.000000,3097781579099.000000,5125000000.000000
12M 2023,,,165356274373.000000,807444066381.000000,778061199839.000000,29382866542.000000,807444066381.000000,,1204924811612.000000,202164719918.000000,2379889872284.000000,,391553802563.000000,8420831010.000000,13800000000.000000,413774633573.000000,2793664505857.000000,,,1354566277107.000000,730454886495.000000,,297959684262.000000,42414056769.000000,340373741031.000000,,4971742328.000000,36344106179.000000,,10314630219.000000,5541925312.000000,15856555531.000000,226565245543.000000,1354566277107.000000,59021433404.000000,,32239167137.000000,7200550557.000000,39439717694.000000,19581715710.000000,59021433404.000000,1413587710511.000000,,512500000000.000000,813773564378.000000,72000000000.000000,741773564378.000000,813773564378.000000,43653968322.000000,10149262646.000000,1380076795346.000000,2793664505857.000000,5125000000.000000
12M 2024,,,66576138791.000000,1231425512527.000000,1175149966414.000000,56275546113.000000,1231425512527.000000,,850611400675.000000,71850258243.000000,2220463310236.000000,,557170458651.000000,10728196280.000000,,567898654931.000000,2788361965167.000000,,,1085747755077.000000,615528985297.000000,,194123181402.000000,175270877093.000000,369394058495.000000,,4763101763.000000,48404547266.000000,,29868593048.000000,7914718284.000000,37783311332.000000,9873750924.000000,1085747755077.000000,140666013611.000000,,114294351064.000000,5542768405.000000,119837119469.000000,20828894142.000000,140666013611.000000,1226413768688.000000,,512500000000.000000,982513308298.000000,82000000000.000000,900513308298.000000,982513308298.000000,55110502083.000000,11824386098.000000,1561948196479.000000,2788361965167.000000,5125000000.000000
