Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,(94 B),(4 B),(98 B),-271395.04
12M 2019,239 B,(53 B),186 B,42.79
12M 2020,231 B,(66 B),166 B,32.33
12M 2021,(34 B),(32 B),(66 B),-12.79
12M 2022,93 B,(94 B),(1 B),-0.16
12M 2023,77 B,(42 B),36 B,6.94
12M 2024,318 B,(201 B),117 B,22.73
