Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,5122172072118.0,-2926420293530.0,2195751778588.0,-893923617949.0,-772472195688.0,-152498914776.0,31047492515.0,-893923617949.0,1301828160639.0,60569724999.0,62266685831.0,-15280904.0,-1681679928.0,60569724999.0,1362397885638.0,-324375077850.0,-320605670500.0,-3769407350.0,-324375077850.0,1038022807788.0,5007343110.0,1043030150898.0,1038022807788.0,1038022397530.0,410258.0,1038022807788.0,1043030150898.0,1043029740640.0,410258.0,1043030150898.0
12M 2019,5669731504769.000000,-3324240543418.000000,2345490961351.000000,-1061200051122.000000,-897892179618.000000,-197048155908.000000,33740284404.000000,-1061200051122.000000,1284290910229.000000,47067207207.000000,50957001613.000000,,-3889794406.000000,47067207207.000000,1331358117436.000000,-371989093019.000000,-366097688000.000000,-5891405019.000000,-371989093019.000000,959369024417.000000,49634286170.000000,1009003310587.000000,959369024417.000000,959368436372.000000,588045.000000,959369024417.000000,1009003310587.000000,1009002722542.000000,588045.000000,1009003310587.000000
12M 2020,5731260683244.000000,-3205894213971.000000,2525366469273.000000,-1077606683722.000000,-910149067918.000000,-177225892284.000000,9768276480.000000,-1077606683722.000000,1447759785551.000000,43285114316.000000,53019361838.000000,-9734247522.000000,,43285114316.000000,1491044899867.000000,-354897070378.000000,-362097766360.000000,7200695982.000000,-354897070378.000000,1136147829489.000000,29375839662.000000,1165523669151.000000,1136147829489.000000,1136147153567.000000,675922.000000,1136147829489.000000,1165523669151.000000,1165522993229.000000,675922.000000,1165523669151.000000
12M 2021,6779643348943.0,-3954110369894.0,2825532979049.0,-1023146053579.0,-889064624332.0,-181567719223.0,47486289976.0,-1023146053579.0,1802386925470.0,42317817241.0,80678466729.0,-37101907024.0,-1258742464.0,42317817241.0,1844704742711.0,-410153520015.0,-398106683260.0,-12046836755.0,-410153520015.0,1434551222696.0,-3700926387.0,1430850296309.0,1434551222696.0,1434613588930.0,-62366234.0,1434551222696.0,1430850296309.0,1430912854505.0,-62558196.0,1430850296309.0
12M 2022,6694171000000.000000,-3976771000000.000000,2717400000000.000000,-1257986000000.000000,-1027025000000.000000,-214622000000.000000,-16339000000.000000,-1257986000000.000000,1459414000000.000000,285833000000.000000,293722000000.000000,-6463000000.000000,-1426000000.000000,285833000000.000000,1745247000000.000000,-344882000000.000000,,,-344882000000.000000,1400365000000.000000,-127454000000.000000,1272911000000.000000,1400365000000.000000,1400561000000.000000,-196000000.000000,1400365000000.000000,1272911000000.000000,1273081000000.000000,-170000000.000000,1272911000000.000000
12M 2023,7016882000000.000000,-3833546000000.000000,3183336000000.000000,-1474273000000.000000,-1240237000000.000000,-226090000000.000000,-7946000000.000000,-1474273000000.000000,1709063000000.000000,283080000000.000000,286259000000.000000,-4077000000.000000,898000000.000000,283080000000.000000,1992143000000.000000,-349047000000.000000,,,-349047000000.000000,1643096000000.000000,81403000000.000000,1724499000000.000000,1643096000000.000000,1642166000000.000000,930000000.000000,1643096000000.000000,1724499000000.000000,1723608000000.000000,891000000.000000,1724499000000.000000
12M 2024,7471356000000.000000,-4130606000000.000000,3340750000000.000000,-1557400000000.000000,-1318417000000.000000,-253243000000.000000,14260000000.000000,-1557400000000.000000,1783350000000.000000,285244000000.000000,285105000000.000000,-2539000000.000000,2678000000.000000,285244000000.000000,2068594000000.000000,-404895000000.000000,,,-404895000000.000000,1663699000000.000000,-46983000000.000000,1616716000000.000000,1663699000000.000000,1664341000000.000000,-642000000.000000,1663699000000.000000,1616716000000.000000,1617351000000.000000,-635000000.000000,1616716000000.000000
