Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,736 B,(398 B),338 B,606.27
12M 2019,947 B,(195 B),751 B,1347.69
12M 2020,"1,802 B",(119 B),"1,683 B",3018.27
12M 2021,"1,224 B",(133 B),"1,091 B",17.61
12M 2022,"1,461 B",(185 B),"1,277 B",20.61
12M 2023,"1,641 B",(255 B),"1,386 B",22.37
12M 2024,"1,766 B",(449 B),"1,317 B",21.26
