Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Dari Pelanggan,Pembayaran Kepada Pemasok,Pembayaran Kepada Karyawan,Pembayaran Untuk Beban Usaha Lainnya,Penerimaan Lain-Lain,Penerimaan Penghasilan Bunga,Pembayaran Untuk Pajak,Pembayaran Untuk Bunga Dan Biaya Bank,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Penerimaan Dari Pelepasan Aset Tetap,Penerimaan Dari Pejualan Investasi Pada Surat Utang Negara,Penambahan Investasi Pada Surat Utang Negara,Perolehan Saham Entitas Anak,Penambahan Aset Tidak Berwujud,Perolehan Aset Hak Guna,Perolehan Aset Tetap,Penambahan Investasi,Penambahan Investasi Pada Reksa Dana,Penambahan Investasi Jangka Pendek,Penerimaan Investasi Jangka Pendek,Penerimaan Dari Penjualan Investasi Jangka Pendek,Penambahan Investasi Pada Ventura Bersama,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Penerimaan Utang Bank,Pembayaran Utang Bank,Akuisisi Saham Treasuri,Tambahan Modal Disetor,Penambahan Saham Baru,Pembayaran Liabilitas Sewa,Pembayaran Beban Bunga,Penerbitan Saham Entitas Anak Kepada Kepentingan Nonpengendali,Pembayaran Dividen Tunai,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Dampak Neto Perubahan Nilai Tukar Atas Kas Dan Setara Kas,Kas Dan Setara Kas Awal Tahun,Kas Dan Setara Kas Akhir Tahun
12M 2018,736066271708.000000,4992255225839.000000,-2899488768718.000000,-418690392149.000000,-653354693204.000000,8522194999.000000,62266685831.000000,-355428699986.000000,-15280904.000000,736066271708.000000,-393098239749.000000,4953430272.000000,,,,,,-398051670021.000000,,,,,,,-393098239749.000000,-600000.000000,,,,,,,,,-600000.000000,-600000.000000,342967431959.000000,4573445.000000,950816482831.000000,1293788488235.000000
12M 2019,946583696734.000000,5528129952332.000000,-3224355479682.000000,-463879668473.000000,-586244006920.000000,8688943236.000000,50957001613.000000,-366713045372.000000,,946583696734.000000,-184925291575.000000,10274791317.000000,,,,,,-195200082892.000000,,,,,,,-184925291575.000000,-1200000300000.000000,,,,,,,,,-1200000300000.000000,-1200000300000.000000,-438341894841.000000,3560462.000000,1293788488235.000000,855450153856.000000
12M 2020,1802054287611.000000,5728607700158.000000,-2744165192898.000000,-509843910657.000000,-465735821329.000000,14273254505.000000,47260356374.000000,-268342098542.000000,,1802054287611.000000,-533313664492.000000,7967572198.000000,,,,,,-119261020020.000000,-422020216670.000000,,,,,,-533313664492.000000,-762981340566.000000,,,,,,-53246493044.000000,-9734247522.000000,,-700000600000.000000,-762981340566.000000,505759282553.000000,-25739863.000000,855450153856.000000,1361183696546.000000
12M 2021,1224427992758.000000,6617183288425.000000,-3949662745515.000000,-590548944468.000000,-469264353881.000000,16619595194.000000,26728354184.000000,-426627201181.000000,,1224427992758.000000,-4516452269082.000000,11650517640.000000,604502651700.000000,,-16641000000.000000,,,-133252101474.000000,-4977962336948.000000,,,,,-4750000000.000000,-4516452269082.000000,3218853652433.000000,930000000000.000000,-935112839573.000000,,5584644331131.000000,62000000000.000000,-35574968504.000000,-37101907024.000000,,-2350000963597.000000,3218853652433.000000,-73170623891.000000,-292712.000000,1361384931145.000000,1288214014542.000000
12M 2022,1461499000000.000000,6781888000000.000000,-4598330000000.000000,-659079000000.000000,,11601000000.000000,302422000000.000000,-377003000000.000000,,1461499000000.000000,559932000000.000000,16398000000.000000,1125162000000.000000,-316500000000.000000,,-10909000000.000000,-66285000000.000000,-173684000000.000000,,,,,,-14250000000.000000,559932000000.000000,-1146154000000.000000,32535000000.000000,-33206000000.000000,,,,-25374000000.000000,-6463000000.000000,1518000000.000000,-1115164000000.000000,-1146154000000.000000,875277000000.000000,,1288214000000.000000,2163491000000.000000
12M 2023,1640834000000.000000,6850984000000.000000,-4341998000000.000000,-707405000000.000000,,12664000000.000000,308589000000.000000,-482000000000.000000,,1640834000000.000000,-941895000000.000000,14094000000.000000,1128447000000.000000,,,-8667000000.000000,-69588000000.000000,-246181000000.000000,,-20000000000.000000,-1740000000000.000000,,,,-941895000000.000000,-1440808000000.000000,,,-16369000000.000000,,,-58836000000.000000,-4077000000.000000,1452000000.000000,-1362978000000.000000,-1440808000000.000000,-938169000000.000000,,2163491000000.000000,1225322000000.000000
12M 2024,1766128000000.000000,7229124000000.000000,-4625552000000.000000,-779291000000.000000,,31003000000.000000,291459000000.000000,-380615000000.000000,,1766128000000.000000,1262474000000.000000,11156000000.000000,,,,-10366000000.000000,-39600000000.000000,-438716000000.000000,,,,1740000000000.000000,,,1262474000000.000000,-1933622000000.000000,,,-558183000000.000000,,,-24758000000.000000,-2539000000.000000,,-1348142000000.000000,-1933622000000.000000,1094980000000.000000,,1225322000000.000000,2320302000000.000000
