Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Belum Ditentukan Penggunaannya,Telah Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,1926907841.000000,69425482872.000000,57258860937.000000,12166621935.000000,69425482872.000000,,,,,71993405298.000000,18659595782.000000,162005391793.000000,,9511332069.000000,1303806767.000000,8164666528.000000,18979805364.000000,180985197157.000000,,,90063685800.000000,76845660289.000000,,9130399456.000000,,9130399456.000000,,,,,3786853642.000000,300772413.000000,,90063685800.000000,4760067723.000000,,,,4760067723.000000,4760067723.000000,94823753523.000000,,66820406611.000000,,21209066319.000000,2500000000.000000,18709066319.000000,21209066319.000000,,-1868029296.000000,86161443634.000000,180985197157.000000,668204066.000000
12M 2020,,,2017685563.000000,104072661098.000000,90551761957.000000,13520899141.000000,104072661098.000000,43573999.000000,43573999.000000,,43573999.000000,97279172432.000000,152183226382.000000,355596319474.000000,,7141066459.000000,1272320770.000000,8164666528.000000,16578053757.000000,372174373231.000000,,,97680688890.000000,81999765547.000000,,233890843.000000,,233890843.000000,,,15000000000.000000,15000000000.000000,271259055.000000,175773445.000000,,97680688890.000000,4441516871.000000,,,,4441516871.000000,4441516871.000000,102122205761.000000,,143500000000.000000,106250000000.000000,21628671327.000000,6996805427.000000,14631865900.000000,21628671327.000000,,-1326503857.000000,270052167470.000000,372174373231.000000,1435000000.000000
12M 2021,,,2674960656.000000,109517926097.000000,96958130473.000000,12559795624.000000,109517926097.000000,548004195.000000,548004195.000000,,548004195.000000,91712979509.000000,146523815468.000000,350977685925.000000,,4955533433.000000,2264236855.000000,8164666528.000000,15384436816.000000,366362122741.000000,,,101210738279.000000,84067722195.000000,,79953557.000000,,79953557.000000,,,15000000000.000000,15000000000.000000,35263387.000000,256250000.000000,1771549140.000000,101210738279.000000,5300633923.000000,,,,5300633923.000000,5300633923.000000,106511372202.000000,,143500000000.000000,106250000000.000000,8434417678.000000,7046805427.000000,1387612251.000000,8434417678.000000,,1666332861.000000,259850750539.000000,366362122741.000000,1435000000.000000
12M 2022,,,2333731643.000000,106865290198.000000,93504749996.000000,13360540202.000000,106865290198.000000,,,,,94574539171.000000,145805678713.000000,349579239725.000000,,11481649144.000000,1901871663.000000,,13383520807.000000,362962760532.000000,,,98650422600.000000,82134710717.000000,,196875880.000000,,196875880.000000,,,15000000000.000000,15000000000.000000,230288781.000000,204997937.000000,883549285.000000,98650422600.000000,3620625791.000000,,,,3620625791.000000,3620625791.000000,102271048391.000000,,143500071200.000000,102724733457.000000,12746747028.000000,7046805427.000000,5699941601.000000,12746747028.000000,,1720160456.000000,260691712141.000000,362962760532.000000,1435000000.000000
12M 2023,,,992732370.000000,83463929679.000000,70265567300.000000,13198362379.000000,83463929679.000000,35934230.000000,35934230.000000,,35934230.000000,113718396417.000000,144401535468.000000,342612528164.000000,,10906746941.000000,3372977122.000000,,14279724063.000000,356892252227.000000,,,105883576015.000000,85490946436.000000,,943686436.000000,,943686436.000000,,,15000000000.000000,15000000000.000000,58178298.000000,3427254444.000000,963510401.000000,105883576015.000000,3352392140.000000,,,,3352392140.000000,3352392140.000000,109235968155.000000,,143500071200.000000,102724733457.000000,-876350397.000000,8930191404.000000,-9806541801.000000,-876350397.000000,,2307829812.000000,247656284072.000000,356892252227.000000,1435000000.000000
