Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,(18 B),(2 B),(20 B),-30.34
12M 2020,(188 B),(0 B),(188 B),-131.02
12M 2021,(1 B),,(1 B),-0.97
12M 2022,2 B,,2 B,1.17
12M 2023,(1 B),,(1 B),-0.95
