Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2013,0.42,4565.68,0.42,4565.68,754 B,40 B,794 B,623 B,996 B
12M 2014,0.35,4601.65,0.35,4601.65,311 B,169 B,267 B,331 B,"1,066 B"
12M 2015,0.30,4987.20,0.30,4987.20,299 B,179 B,478 B,287 B,"1,300 B"
12M 2016,0.42,5634.19,0.42,5634.19,163 B,129 B,292 B,163 B,"1,357 B"
12M 2017,0.63,5400.33,0.63,5400.33,306 B,5 B,311 B,163 B,"1,279 B"
12M 2018,0.66,5945.65,0.66,5945.65,,,444 B,67 B,"1,591 B"
12M 2019,0.63,6066.01,0.63,6066.01,96 B,,96 B,(73 B),"1,680 B"
12M 2020,0.67,7003.42,0.67,7003.42,36 B,,36 B,(836 B),"2,057 B"
12M 2021,1.46,8636.23,1.46,8636.23,35 B,,35 B,"(1,123 B)","2,680 B"
12M 2022,0.92,10796.86,0.92,10796.86,47 B,,47 B,"(1,265 B)","3,438 B"
12M 2023,0.73,11229.35,0.73,11229.35,42 B,,42 B,"(1,313 B)","3,621 B"
12M 2024,0.65,12203.82,0.65,12203.82,25 B,,25 B,"(1,850 B)","3,964 B"
