Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2012,0.00,179.34,0.00,178.64,"1,824 B",295 B,"2,119 B","2,104 B",242 B
12M 2013,0.53,269.19,0.54,268.56,"1,405 B",192 B,"1,596 B","1,477 B",907 B
12M 2014,0.74,323.66,0.74,321.24,"1,872 B",256 B,"2,128 B","1,930 B",944 B
12M 2015,0.53,355.33,0.54,348.82,"2,034 B",293 B,"2,326 B","2,302 B",665 B
12M 2016,0.57,368.08,0.58,360.38,"2,674 B",288 B,"2,962 B","2,930 B",451 B
12M 2017,0.29,395.34,0.30,388.89,"1,825 B",787 B,"2,613 B","2,442 B","1,152 B"
12M 2018,0.21,405.70,0.21,401.51,"2,454 B",644 B,"3,099 B","2,866 B","1,061 B"
12M 2019,0.43,431.20,0.43,428.05,"2,331 B",430 B,"2,761 B","2,542 B","1,004 B"
12M 2020,0.34,464.13,0.35,461.27,"2,064 B",253 B,"2,317 B","2,257 B",951 B
12M 2021,0.76,527.00,0.76,525.07,"2,120 B",165 B,"2,285 B","2,235 B","1,661 B"
12M 2022,0.43,576.74,0.43,575.58,"2,205 B",230 B,"2,435 B","2,385 B","1,795 B"
12M 2023,0.45,642.68,0.45,642.30,"1,992 B",367 B,"2,359 B","2,182 B","2,577 B"
12M 2024,0.38,701.88,0.38,701.64,"1,091 B","1,216 B","2,307 B","1,803 B","3,643 B"
