Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,325063.80,0.00,0.00,12.55 B,4.27%,23.86%,94.36%,1.76
12M 2021,0.00 B,111317.23,0.00,0.00,16.98 B,5.34%,9.33%,33.00%,2.45
12M 2022,1.23 B,16.60,0.00,0.00,38.96 B,12.45%,22.05%,45.29%,7.04
12M 2023,1.23 B,22.48,0.00,0.00,45.90 B,10.66%,24.32%,40.85%,7.76
12M 2024,1.23 B,3.41,26.39,0.25,19.67 B,1.43%,2.25%,9.96%,2.03
