Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,(12 B),(2 B),(14 B),-1122000.67
12M 2021,10 B,(26 B),(16 B),-284793.45
12M 2022,12 B,(7 B),5 B,4.34
12M 2023,24 B,(14 B),9 B,7.50
12M 2024,(79 B),(10 B),(90 B),-72.99
