Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Adjustment,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tetap,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Lembaga Keuangan Lain,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Adjustment,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Lembaga Keuangan Lain,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Saldo Laba,Tambahan Modal Disetor,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Tambahan Modal Disetor,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2020,,,78635801.000000,43512669213.000000,,43512669213.000000,43512669213.000000,12292118021.000000,12280000000.000000,12118021.000000,12292118021.000000,28225664691.000000,,804855343.000000,84913943069.000000,,306571784.000000,5359574232.000000,8017196.000000,4622822864.000000,10296986076.000000,95210929145.000000,,,71093504694.000000,52883196135.000000,,12768041963.000000,12768041963.000000,,1800000000.000000,1068820.000000,1801068820.000000,372216796.000000,,,1747292336.000000,1340861424.000000,180827220.000000,3268980980.000000,,71093504694.000000,7089113660.000000,,3092041692.000000,172174400.000000,3366234828.000000,6630450920.000000,458662740.000000,7089113660.000000,78182618354.000000,,12500000000.000000,,4563761414.000000,,4563761414.000000,4563761414.000000,-35450623.000000,17028310791.000000,95210929145.000000,12500.000000
12M 2021,,,4097481057.000000,45594912756.000000,,45594912756.000000,45594912756.000000,8050000000.000000,8050000000.000000,,8050000000.000000,20902855413.000000,,1177175556.000000,79822424782.000000,,597408490.000000,31981307104.000000,4316952.000000,2180902262.000000,34763934808.000000,114586359590.000000,,,44967850764.000000,33000000000.000000,,5312249844.000000,5312249844.000000,,,26085453.000000,26085453.000000,1399693860.000000,,,1799350708.000000,1198417982.000000,2232052917.000000,5229821607.000000,,44967850764.000000,3977752095.000000,,1292706650.000000,991051218.000000,1134181911.000000,3417939779.000000,559812316.000000,3977752095.000000,48945602859.000000,,55000000000.000000,,10686208886.000000,1000000000.000000,9686208886.000000,10686208886.000000,-45452155.000000,65640756731.000000,114586359590.000000,55000.000000
12M 2022,,,18566910150.000000,61576406702.000000,,61576406702.000000,61576406702.000000,,,,,42512785348.000000,,524394580.000000,123180496780.000000,,781869461.000000,36841879635.000000,6612561.000000,3144016957.000000,40774378614.000000,163954875394.000000,,,71190660174.000000,41000000000.000000,,26390373077.000000,26390373077.000000,,,,,672089716.000000,,,1069444444.000000,1037989218.000000,1020763719.000000,3128197381.000000,,71190660174.000000,161189316.000000,,,,,,161189316.000000,161189316.000000,71351849490.000000,,61500000000.000000,,31103025904.000000,1000000000.000000,30103025904.000000,31103025904.000000,,92603025904.000000,163954875394.000000,1230000000.000000
12M 2023,,,20954239494.000000,114762660251.000000,26744278202.000000,88018382049.000000,114762660251.000000,,,,,61148613149.000000,,2544085155.000000,199409598049.000000,,850974871.000000,47391867369.000000,4187499.000000,11765060095.000000,60012089834.000000,259421687883.000000,,,143502622181.000000,45000000000.000000,,90835045755.000000,90835045755.000000,,635424320.000000,,635424320.000000,1363910408.000000,1278559596.000000,,,2247234014.000000,2142448088.000000,4389682102.000000,,143502622181.000000,2218191101.000000,,,1729485785.000000,,1729485785.000000,488705316.000000,2218191101.000000,145720813282.000000,,61500000000.000000,,52249594961.000000,1500000000.000000,50749594961.000000,52249594961.000000,-48720360.000000,113700874601.000000,259421687883.000000,1230000000.000000
12M 2024,,,2855562031.000000,109231762702.000000,24722508543.000000,84509254159.000000,109231762702.000000,,,,,79575845754.000000,,4139553409.000000,195802723896.000000,,798084223.000000,83778435474.000000,2687499.000000,11842038001.000000,96421245197.000000,292223969093.000000,,,91264921084.000000,55000000000.000000,,29713948627.000000,29713948627.000000,,,,,218085842.000000,175000000.000000,,4200000000.000000,1593959265.000000,363927350.000000,6157886615.000000,,91264921084.000000,14858074031.000000,,13300000000.000000,814394715.000000,,14114394715.000000,743679316.000000,14858074031.000000,106122995115.000000,,76875000000.000000,,55762015196.000000,2000000000.000000,51363598202.000000,55762015196.000000,100360580.000000,132737375776.000000,238860370891.000000,1230000000.000000
