Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,522050.83,0.00,0.00,,13.50%,14.56%,30.48%,
12M 2021,0.00 B,602615.49,0.00,0.00,,10.10%,14.39%,15.89%,
12M 2022,0.10 B,8.71,0.00,0.00,,6.60%,7.54%,13.30%,
12M 2023,1.43 B,0.91,12.09,2.23,,2.68%,2.80%,4.92%,
12M 2024,1.43 B,0.29,165.52,8.55,,0.92%,0.96%,1.42%,14.45
