Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2020,,,,,,,,,,,,,1.69,,8.41
12M 2021,22.72,362.7,41.39,344.03,16.07,,1.01,,3.07,,0.82,,2.59,,1.87
12M 2022,41.26,386.47,19.5,408.23,8.85,5.96,0.94,0.87,6.09,8.28,0.6,0.45,1.89,1.89,2.86
12M 2023,43.91,1003.08,111.68,935.31,8.31,10.47,0.36,0.25,2.72,1.56,0.23,0.15,0.25,0.25,15.08
12M 2024,64.85,1527.27,218.82,1373.3,5.63,6.12,0.24,0.25,1.1,0.76,0.17,0.18,0.53,0.53,9.26
