Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2020,3.27,3.14,3.86,7.98,0.0,0.0,3.56,0.48,5.96
12M 2021,3.8,3.7,3.17,6.94,0.0,0.0,2.76,0.46,4.96
12M 2022,3.97,3.87,10.78,17.72,0.0,0.0,9.9,0.61,15.45
12M 2023,2.76,2.7,4.47,7.9,0.0,0.0,3.91,0.57,6.44
12M 2024,1.85,1.79,4.06,7.33,0.0,0.0,3.74,0.55,5.91
