Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,"3,076 B",,"3,076 B",2460589040.00
12M 2021,"3,354 B",(705 B),"2,649 B",2119323518.40
12M 2022,"3,704 B",(425 B),"3,280 B",168489.42
12M 2023,"3,508 B",(306 B),"3,201 B",23.93
12M 2024,"4,337 B","(1,800 B)","2,536 B",18.96
