Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,742892751.24,0.00,0.00,"6,503.27 B",1.98%,15.76%,25.04%,3.09
12M 2021,0.00 B,985749548.68,0.00,0.00,"6,644.83 B",2.51%,17.39%,12.47%,4.67
12M 2022,0.02 B,69639.76,0.00,0.00,"7,369.61 B",2.56%,45.40%,12.96%,5.02
12M 2023,133.79 B,12.25,610.20,110.19,"7,879.81 B",3.03%,23.90%,13.31%,3.24
12M 2024,133.79 B,14.47,640.98,131.18,"8,305.31 B",3.16%,23.18%,13.20%,3.28
