Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2012,0.00,186.73,0.00,186.73,212 B,75 B,287 B,286 B,(475 B)
12M 2013,0.00,229.30,0.00,229.30,143 B,107 B,250 B,247 B,(576 B)
12M 2014,1.70,155.65,1.70,155.65,82 B,59 B,142 B,141 B,(610 B)
12M 2015,5.96,44.31,5.96,44.31,74 B,28 B,102 B,100 B,(730 B)
12M 2016,-33.34,-52.19,-33.34,-52.19,45 B,16 B,61 B,59 B,(710 B)
12M 2017,-2.19,-122.47,-2.19,-122.47,51 B,0 B,51 B,50 B,(687 B)
12M 2018,-1.29,-204.36,-1.29,-204.36,36 B,1 B,37 B,36 B,(681 B)
12M 2019,-0.43,-375.12,-0.43,-375.12,35 B,2 B,36 B,36 B,(677 B)
12M 2020,-0.27,-412.18,-0.27,-412.18,35 B,1 B,36 B,35 B,(654 B)
12M 2021,-0.33,-450.13,-0.33,-450.13,21 B,1 B,22 B,6 B,(615 B)
12M 2022,-0.15,-558.07,-0.15,-558.07,,1 B,1 B,0 B,(668 B)
