Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2012,71 B,(67 B),4 B,5.88
12M 2013,90 B,(33 B),57 B,68.47
12M 2014,48 B,(0 B),48 B,57.44
12M 2015,23 B,(9 B),14 B,16.67
12M 2016,(1 B),(1 B),(3 B),-3.35
12M 2017,(8 B),,(8 B),-9.01
12M 2018,(20 B),(0 B),(20 B),-24.42
12M 2019,(10 B),,(10 B),-11.84
12M 2020,(0 B),,(0 B),-0.06
12M 2021,(23 B),(0 B),(23 B),-27.19
12M 2022,(4 B),,(4 B),-4.78
