Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2013,0.28,2134.23,0.28,2134.23,"1,013 B",237 B,"1,250 B","1,222 B",108 B
12M 2014,0.26,1040.64,0.26,1040.64,"2,211 B",168 B,"2,378 B","2,327 B",58 B
12M 2015,0.22,917.39,0.22,917.39,455 B,34 B,488 B,457 B,(150 B)
12M 2016,0.38,482.89,0.38,482.89,645 B,,645 B,599 B,(243 B)
12M 2017,0.36,615.05,0.36,615.05,539 B,162 B,701 B,649 B,(46 B)
12M 2018,0.75,531.17,0.75,531.17,"1,080 B",,"1,308 B","1,237 B",(29 B)
12M 2019,100.56,3.56,100.56,3.56,780 B,,926 B,918 B,(413 B)
12M 2020,-0.57,-436.95,-0.57,-436.95,316 B,,592 B,581 B,(493 B)
12M 2021,2.18,137.40,2.18,137.40,199 B,219 B,417 B,327 B,245 B
12M 2022,1.98,137.12,1.98,137.12,222 B,,317 B,308 B,143 B
12M 2023,2.07,92.54,2.07,92.54,183 B,,183 B,175 B,(69 B)
12M 2024,2.24,33.07,2.24,33.07,16 B,,16 B,15 B,(166 B)
