Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.34,226.33,0.34,224.87,382 B,807 B,"1,189 B",449 B,"2,589 B"
12M 2009,0.88,233.10,0.89,230.57,499 B,"2,612 B","3,112 B","2,351 B","1,564 B"
12M 2010,0.78,200.95,0.79,199.91,558 B,"3,981 B","4,539 B","3,679 B","3,367 B"
12M 2011,0.57,209.09,0.57,208.25,"2,550 B","2,485 B","5,035 B","4,438 B","1,343 B"
12M 2012,0.32,167.87,0.32,167.08,"2,761 B","1,106 B","3,867 B","3,598 B",(644 B)
12M 2013,0.31,163.02,0.31,162.23,"3,059 B",483 B,"3,542 B","3,402 B","(1,619 B)"
12M 2014,0.29,172.59,0.38,133.22,"3,438 B",848 B,"4,286 B","4,167 B",(390 B)
12M 2015,0.33,151.00,0.45,111.31,"4,092 B",806 B,"4,898 B","4,821 B","(1,484 B)"
12M 2016,0.36,139.40,0.50,99.81,"4,392 B","1,261 B","5,654 B","5,575 B",239 B
12M 2017,0.38,131.61,0.54,92.44,"4,937 B",931 B,"5,867 B","5,799 B",(307 B)
12M 2018,0.26,189.18,0.33,150.01,789 B,975 B,"1,764 B","1,683 B","2,531 B"
12M 2019,0.29,173.63,0.37,134.46,815 B,759 B,"1,574 B","1,501 B","1,610 B"
12M 2020,0.30,167.07,0.39,127.90,832 B,699 B,"1,531 B","1,485 B",221 B
12M 2021,0.31,162.09,0.41,122.92,836 B,655 B,"1,491 B","1,371 B",77 B
12M 2022,0.33,153.79,0.44,114.62,478 B,289 B,767 B,619 B,551 B
12M 2023,0.39,129.27,0.46,108.70,408 B,288 B,696 B,563 B,429 B
12M 2024,0.09,127.57,0.11,106.69,361 B,690 B,"1,051 B",938 B,(197 B)
