Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,1.29,8171.22,1.32,7966.20,"12,979 B","10,554 B","23,533 B","14,748 B","8,648 B"
12M 2009,3.52,9854.37,3.59,9676.28,"11,254 B","10,667 B","21,921 B","13,189 B","9,860 B"
12M 2010,4.48,12180.25,4.64,11746.99,"17,803 B","13,935 B","31,738 B","24,733 B","9,719 B"
12M 2011,4.96,14931.74,5.12,14442.16,"21,040 B","23,950 B","44,990 B","31,879 B","17,607 B"
12M 2012,4.32,1758.76,4.48,1696.61,"26,793 B","29,964 B","56,757 B","45,702 B","21,621 B"
12M 2013,3.28,2073.39,3.41,1995.60,"37,403 B","27,120 B","64,523 B","45,966 B","17,213 B"
12M 2014,3.14,2361.72,3.26,2275.22,"37,421 B","32,651 B","70,072 B","49,170 B","23,718 B"
12M 2015,2.38,2520.60,2.48,2421.48,"36,202 B","34,447 B","70,649 B","43,547 B","28,919 B"
12M 2016,2.99,2765.35,3.10,2665.40,"45,820 B","25,090 B","70,910 B","41,553 B","21,324 B"
12M 2017,2.71,3057.54,2.82,2945.76,"43,584 B","31,394 B","74,978 B","43,404 B","22,806 B"
12M 2018,2.43,3382.78,2.70,3046.92,"45,529 B","40,385 B","85,914 B","60,721 B","17,142 B"
12M 2019,1.90,3652.03,1.97,3507.13,"41,752 B","50,549 B","92,301 B","67,971 B","29,096 B"
12M 2020,1.57,3845.07,1.64,3681.59,"37,136 B","42,345 B","79,481 B","31,928 B","46,572 B"
12M 2021,1.34,4249.95,1.39,4206.20,"38,667 B","33,819 B","72,486 B","8,539 B","56,484 B"
12M 2022,1.20,4746.17,1.25,0.00,"34,669 B","36,052 B","70,721 B","9,426 B","60,620 B"
12M 2023,1.15,4906.68,1.21,4683.73,"39,061 B","54,249 B","93,310 B","52,174 B","41,164 B"
12M 2024,0.93,5277.48,0.97,5060.75,"49,581 B","51,092 B","100,673 B","52,234 B","45,673 B"
