Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2015,(59 B),(24 B),(83 B),-4.31
12M 2016,(94 B),(2 B),(96 B),-4.24
12M 2017,10 B,(323 B),(313 B),-13.86
12M 2018,(7 B),(3 B),(9 B),-0.41
12M 2019,(7 B),(2 B),(8 B),-0.37
12M 2020,(1 B),(0 B),(1 B),-0.05
12M 2021,(6 B),(1 B),(7 B),-0.31
12M 2022,7 B,(1 B),5 B,0.24
12M 2023,3 B,(11 B),(8 B),-0.35
12M 2024,(7 B),(10 B),(17 B),-0.73
