Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2019,0.00 B,,0.00,0.00,,0.00%,-0.00%,-0.00%,
12M 2020,0.02 B,15.09,0.00,0.00,,0.58%,-1.64%,-39.51%,0.89
12M 2021,0.99 B,1.47,0.00,0.00,,2.62%,28.52%,184.70%,1.98
12M 2022,2.08 B,0.51,0.00,0.00,,1.40%,3.80%,16.46%,1.49
12M 2023,2.60 B,0.98,107.14,1.28,,1.73%,2.72%,7.33%,1.95
12M 2024,2.60 B,4.46,31.61,1.70,,7.24%,11.03%,14.28%,9.05
