Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2019,0.55,0.43,-1.82,-2.84,-0.0,0.0,-1.7,0.64,-3.84
12M 2020,0.55,0.45,-1.63,-2.82,-0.0,0.0,-1.56,0.58,-3.82
12M 2021,0.9,0.76,4.65,10.86,0.0,0.0,3.99,0.43,9.86
12M 2022,1.37,1.2,0.74,2.71,0.0,0.0,0.18,0.28,1.71
12M 2023,2.63,2.37,0.21,1.58,0.0,0.0,-0.22,0.13,0.58
12M 2024,2.84,2.59,0.2,1.52,0.0,0.0,-0.13,0.13,0.52
