Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12M 2020,141496852802.0,-120799055953.0,20697796849.0,-17924828302.0,-3637400.0,-17921190902.0,-17924828302.0,2772968547.0,-2666339529.0,9714724.0,-3119025323.0,442971070.0,-2666339529.0,106629018.0,-1373639158.0,-1733306000.0,359666842.0,-1373639158.0,226784479.0,-14783161.0,212001318.0,226784479.0,241473015.0,-14688536.0,226784479.0,212001318.0,226718506.0,-14717188.0,212001318.0
12M 2021,168997882221.0,-144413113215.0,24584769006.0,-19242943624.0,-40172100.0,-19202771524.0,-19242943624.0,5341825382.0,-2346322334.0,5431818.0,-2701566366.0,349812214.0,-2346322334.0,2995503048.0,-1674238384.0,-1324017000.0,-350221384.0,-1674238384.0,1463033111.0,-39605166.0,1423427945.0,1463033111.0,1460082306.0,2950805.0,1463033111.0,1423427945.0,1420488901.0,2939044.0,1423427945.0
12M 2022,161856738362.0,-140038742408.0,21817995954.0,-17896775238.0,-11118800.0,-17885656438.0,-17896775238.0,3921220716.0,-2024285375.0,4007288.0,-2637056422.0,608763759.0,-2024285375.0,1896935341.0,-835729530.0,-625636021.0,-210093509.0,-835729530.0,1061205811.0,-25051297.0,1036154514.0,1061205811.0,1057758820.0,3446991.0,1061205811.0,1036154514.0,1032734254.0,3420260.0,1036154514.0
12M 2023,213107450464.0,-185134540754.0,27972909710.0,-23105277166.0,-414000.0,-23104863166.0,-23105277166.0,4867632544.0,-1330015762.0,1445989921.0,-2494397879.0,-281607804.0,-1330015762.0,3537616782.0,-991149038.0,-1146428230.0,155279192.0,-991149038.0,2546467744.0,-30062167.0,2516405577.0,2546467744.0,2540567766.0,5899978.0,2546467744.0,2516405577.0,2510554262.0,5851315.0,2516405577.0
12M 2024,215116835834.0,-179778158520.0,35338677314.0,-20266992057.0,-190000.0,-20266802057.0,-20266992057.0,15071685257.0,8033736.0,1398651324.0,-1665863229.0,275245641.0,8033736.0,15079718993.0,-3465268988.0,-3589772180.0,124503192.0,-3465268988.0,11614450005.0,52218636.0,11666668641.0,11614450005.0,11600195596.0,14254409.0,11614450005.0,11666668641.0,11652336549.0,14332092.0,11666668641.0
