Period,Aset,Aset Lancar,Kas Dan Setara Kas,Investasi Jangka Pendek,Piutang Usaha,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tetap,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Pembiayaan Konsumen,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Pembiayaan Konsumen,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,1620912273.000000,,15479292669.000000,15479292669.000000,15479292669.000000,1035219530.000000,1035219530.000000,,1035219530.000000,5157882789.000000,1415833973.000000,24709141234.000000,,1246306055.000000,12195253810.000000,576736861.000000,,14018296726.000000,38727437960.000000,,,45021479491.000000,18621503781.000000,,2396897207.000000,2396897207.000000,,13467986510.000000,,13467986510.000000,3288762731.000000,4437687668.000000,,789391201.000000,2019250393.000000,,2808641594.000000,,45021479491.000000,7361396346.000000,,411351619.000000,2940014721.000000,,3351366340.000000,4010030006.000000,7361396346.000000,52382875837.000000,,600000000.000000,5979577300.000000,-19339447027.000000,-8617122.000000,-886951028.000000,-13655437877.000000,38727437960.000000,600.000000
12M 2020,,,1043001090.000000,,16544593026.000000,16544593026.000000,16544593026.000000,600000.000000,,600000.000000,600000.000000,4924231862.000000,4413772455.000000,26926198433.000000,,1610141897.000000,11818813691.000000,,1113602093.000000,14542557681.000000,41468756114.000000,,,49210393333.000000,20340086092.000000,,1291271587.000000,1291271587.000000,,14843693414.000000,33300000.000000,14876993414.000000,1420398060.000000,4856592714.000000,,410782547.000000,1751724416.000000,350000000.000000,2512506963.000000,3912544503.000000,49210393333.000000,6995593959.000000,,,1423975329.000000,813158139.000000,2237133468.000000,4758460491.000000,6995593959.000000,56205987292.000000,,800000000.000000,5979577300.000000,-19097974012.000000,-23334310.000000,-2395500156.000000,-14737231178.000000,41468756114.000000,16000000.000000
12M 2021,,,3404493759.000000,,12869604661.000000,12869604661.000000,12869604661.000000,85238956.000000,75670422.000000,9568534.000000,85238956.000000,5709371541.000000,15747051061.000000,37815759978.000000,,1271090513.000000,15239913850.000000,,1297272647.000000,17808277010.000000,55624036988.000000,,,42098030217.000000,16954219560.000000,,2442902561.000000,2442902561.000000,,1796495278.000000,5696618.000000,1802191896.000000,2441412147.000000,14374767773.000000,,2933333333.000000,798654766.000000,347477329.000000,4079465428.000000,3070852.000000,42098030217.000000,8411578451.000000,,2127777773.000000,1007449154.000000,799879745.000000,3935106672.000000,4476471779.000000,8411578451.000000,50509608668.000000,,19900000000.000000,2924742160.000000,-17637891706.000000,-5761120.000000,-66661014.000000,5114428320.000000,55624036988.000000,995000000.000000
12M 2022,,,15859896492.000000,,10934106681.000000,10934106681.000000,10934106681.000000,,,,,7052657384.000000,22774715167.000000,56621375724.000000,,1068062755.000000,16370012445.000000,,1335469180.000000,18773544380.000000,75394920104.000000,,,41286483075.000000,16934768844.000000,,2851814157.000000,2851814157.000000,,,,,2188143740.000000,15863400660.000000,,1433333339.000000,1061871030.000000,554177162.000000,3049381531.000000,398974143.000000,41286483075.000000,6257854195.000000,,694444443.000000,622234211.000000,318715676.000000,1635394330.000000,4622459865.000000,6257854195.000000,47544337270.000000,,41600000000.000000,2924742160.000000,-16580132886.000000,-2340860.000000,-91685580.000000,27850582834.000000,75394920104.000000,2080000000.000000
12M 2023,,,39932758035.000000,35000000000.000000,15554986329.000000,15554986329.000000,15554986329.000000,,,,,12180336900.000000,24754100764.000000,127422182028.000000,,1231821020.000000,17889797721.000000,,674933345.000000,19796552086.000000,147218734114.000000,,,48535560189.000000,18054060106.000000,,3881303095.000000,3881303095.000000,,,,,3164185361.000000,21518662443.000000,,694444451.000000,570264559.000000,558715677.000000,1823424687.000000,93924497.000000,48535560189.000000,5215208914.000000,,,144003099.000000,,144003099.000000,5071205815.000000,5215208914.000000,53750769103.000000,,52000097660.000000,55625621100.000000,-14039565120.000000,3510455.000000,-121699084.000000,93467965011.000000,147218734114.000000,2600000000.000000
12M 2024,,,35549506714.000000,46500000000.000000,15858730247.000000,15858730247.000000,15858730247.000000,,,,,11960715953.000000,25702325691.000000,135571278605.000000,,1341595878.000000,22726246054.000000,,485403693.000000,24553245625.000000,160124524230.000000,,,47712834499.000000,18023774731.000000,,5527941589.000000,5527941589.000000,,,,,2985162417.000000,19103668320.000000,,,1395642204.000000,590000000.000000,1985642204.000000,86645238.000000,47712834499.000000,7236187679.000000,,,1979520615.000000,,1979520615.000000,5256667064.000000,7236187679.000000,54949022178.000000,,52004184500.000000,55662402660.000000,-2439369524.000000,17842547.000000,-69558131.000000,105175502052.000000,160124524230.000000,2600000000.000000
