Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Investasi Jangka Panjang,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Utang Pemegang Saham,Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,3401254979.000000,44904568037.000000,,,44904568037.000000,20205809283.000000,548473900.000000,69060106199.000000,,,38366760.000000,19728144.000000,260000000.000000,318094904.000000,69378201103.000000,,,44117289301.000000,,5040368214.000000,,5040368214.000000,40269854.000000,,,40269854.000000,3963717216.000000,339934017.000000,34733000000.000000,,,,,44117289301.000000,78912576.000000,,,,78912576.000000,78912576.000000,44196201877.000000,,9500000000.000000,,10915960907.000000,,,10915960907.000000,,4766038319.000000,25181999226.000000,69378201103.000000,9500.000000
12M 2019,,,37208131922.000000,4813176070.000000,,,4813176070.000000,19292422948.000000,53164393413.000000,114478124353.000000,,,1629201835.000000,79368109.000000,,1708569944.000000,116186694297.000000,,,1554585501.000000,,1043548455.000000,,1043548455.000000,,,,,489334014.000000,21703032.000000,,,,,,1554585501.000000,317472435.000000,,,,317472435.000000,317472435.000000,1872057936.000000,,100000000000.000000,10336806945.000000,4046998170.000000,,,4046998170.000000,,-69168754.000000,114314636361.000000,116186694297.000000,1000000000.000000
12M 2020,,,62044520450.000000,,,,,3726727179.000000,17019437006.000000,82790684635.000000,,,3327286625.000000,99609976.000000,12900216058.000000,16327112659.000000,99117797294.000000,,,5096435041.000000,,1249714.000000,,1249714.000000,21111203.000000,,,21111203.000000,801620372.000000,84831519.000000,,,96713142.000000,96713142.000000,4090909091.000000,5096435041.000000,396050508.000000,,,,396050508.000000,396050508.000000,5492485549.000000,,100000000000.000000,10336806945.000000,5078799591.000000,300000000.000000,4778799591.000000,5078799591.000000,,-21790294791.000000,93625311745.000000,99117797294.000000,1000000000.000000
12M 2021,,,35725349854.000000,,,,,1420952643.000000,11151400099.000000,48297702596.000000,,,25521501413.000000,510349223.000000,19575185488.000000,45607036124.000000,93904738720.000000,,,282845055.000000,,,,,3660250.000000,,,3660250.000000,166326309.000000,112858496.000000,,,,,,282845055.000000,409530529.000000,,,,409530529.000000,409530529.000000,692375584.000000,,100000000000.000000,10336806945.000000,4724989731.000000,300000000.000000,4424989731.000000,4724989731.000000,,-21849433540.000000,93212363136.000000,93904738720.000000,1000000000.000000
12M 2022,,,16348276913.000000,,,,,1263713249.000000,10321486249.000000,27933476411.000000,,,55854945570.000000,838319121.000000,9685677400.000000,66378942091.000000,94312418502.000000,,,1832578773.000000,,,,,,122826036.000000,,122826036.000000,40287320.000000,87409454.000000,,,,,1582055963.000000,1832578773.000000,580301123.000000,,,,580301123.000000,580301123.000000,2412879896.000000,,100000000000.000000,10336806945.000000,3864129818.000000,300000000.000000,3564129818.000000,3864129818.000000,,-22301398157.000000,91899538606.000000,94312418502.000000,1000000000.000000
12M 2023,,,7363282112.000000,406257780.000000,406257780.000000,,406257780.000000,1935731549.000000,14615028934.000000,24320300375.000000,,,56448340310.000000,2409586925.000000,6024178868.000000,64882106103.000000,89202406478.000000,,,1171648149.000000,,817638150.000000,,817638150.000000,,69881047.000000,,69881047.000000,45784969.000000,86653996.000000,,,102577500.000000,102577500.000000,49112487.000000,1171648149.000000,614560212.000000,,,,614560212.000000,614560212.000000,1786208361.000000,,100000000000.000000,10336806945.000000,-887415280.000000,300000000.000000,-1187415280.000000,-887415280.000000,,-22033193548.000000,87416198117.000000,89202406478.000000,1000000000.000000
12M 2024,,,9549418362.000000,,,,,403068291.000000,14528695107.000000,24481181760.000000,,,54605385720.000000,,936509753.000000,55541895473.000000,80023077233.000000,,,195114498.000000,,,,,,32520954.000000,,32520954.000000,54747780.000000,107845764.000000,,,,,,195114498.000000,524844265.000000,,,,524844265.000000,524844265.000000,719958763.000000,,100000000000.000000,10336806945.000000,-9330302278.000000,300000000.000000,-9630302278.000000,-9330302278.000000,,-21703386197.000000,79303118470.000000,80023077233.000000,1000000000.000000
